                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.41327,                0.20724,                0.77284,                0.99955,                      1,                  0.995,                0.91487,                 0.4731,                0.24288,                0.73603,             0.00019262,             0.00019262,             0.00019262
                    158,                0.41098,                0.20651,                0.77257,                0.99954,                      1,                  0.995,                0.91483,                0.47314,                0.24264,                0.73596,             0.00018983,             0.00018983,             0.00018983
                    159,                0.40637,                0.20543,                0.77176,                0.99954,                      1,                  0.995,                0.91549,                0.47212,                0.24216,                0.73583,             0.00018705,             0.00018705,             0.00018705
                    160,                0.41139,                0.20527,                0.77136,                0.99954,                      1,                  0.995,                0.91593,                0.47081,                0.24229,                0.73575,             0.00018428,             0.00018428,             0.00018428
                    161,                0.42859,                0.20816,                 0.7739,                0.99953,                      1,                  0.995,                0.91621,                0.47044,                0.24208,                0.73569,             0.00018152,             0.00018152,             0.00018152
                    162,                 0.4062,                0.20422,                0.77093,                0.99953,                      1,                  0.995,                0.91702,                0.46876,                0.24125,                 0.7356,             0.00017876,             0.00017876,             0.00017876
                    163,                0.40361,                0.20139,                0.77141,                0.99954,                      1,                  0.995,                 0.9172,                0.46666,                0.24029,                0.73554,             0.00017602,             0.00017602,             0.00017602
                    164,                0.39423,                0.20126,                0.77249,                0.99953,                      1,                  0.995,                0.91795,                0.46384,                0.23943,                0.73541,             0.00017328,             0.00017328,             0.00017328
                    165,                0.40619,                0.20389,                0.77131,                0.99953,                      1,                  0.995,                0.91822,                0.46209,                0.23915,                0.73536,             0.00017056,             0.00017056,             0.00017056
                    166,                0.39961,                0.20129,                0.77178,                0.99953,                      1,                  0.995,                0.91863,                  0.461,                 0.2385,                0.73526,             0.00016785,             0.00016785,             0.00016785
                    167,                0.38974,                0.19848,                0.77169,                0.99954,                      1,                  0.995,                0.91876,                0.46061,                0.23786,                 0.7352,             0.00016515,             0.00016515,             0.00016515
                    168,                0.39677,                0.19923,                0.77152,                0.99954,                      1,                  0.995,                0.91978,                0.45822,                0.23709,                0.73515,             0.00016246,             0.00016246,             0.00016246
                    169,                0.39338,                0.19726,                0.77173,                0.99954,                      1,                  0.995,                0.91999,                 0.4577,                 0.2369,                0.73504,             0.00015978,             0.00015978,             0.00015978
                    170,                0.39709,                0.19874,                0.77154,                0.99954,                      1,                  0.995,                0.92021,                0.45692,                0.23658,                0.73493,             0.00015712,             0.00015712,             0.00015712
                    171,                0.39296,                0.19848,                0.77046,                0.99954,                      1,                  0.995,                0.92079,                0.45547,                0.23594,                0.73483,             0.00015447,             0.00015447,             0.00015447
                    172,                0.39336,                0.19776,                0.77079,                0.99955,                      1,                  0.995,                0.92115,                0.45449,                0.23594,                0.73473,             0.00015183,             0.00015183,             0.00015183
                    173,                0.39366,                 0.1972,                0.77052,                0.99954,                      1,                  0.995,                 0.9215,                0.45354,                0.23522,                0.73464,             0.00014921,             0.00014921,             0.00014921
                    174,                0.38684,                0.19569,                 0.7707,                0.99955,                      1,                  0.995,                0.92179,                0.45215,                0.23447,                0.73457,              0.0001466,              0.0001466,              0.0001466
                    175,                0.39671,                0.19866,                 0.7696,                0.99955,                      1,                  0.995,                0.92218,                0.45084,                0.23428,                0.73444,               0.000144,               0.000144,               0.000144
                    176,                0.39227,                0.19707,                 0.7708,                0.99954,                      1,                  0.995,                0.92253,                0.44941,                0.23359,                0.73443,             0.00014142,             0.00014142,             0.00014142
                    177,                0.38202,                0.19316,                 0.7691,                0.99954,                      1,                  0.995,                0.92253,                0.44823,                0.23231,                0.73434,             0.00013886,             0.00013886,             0.00013886
                    178,                0.37615,                0.19069,                0.77119,                0.99954,                      1,                  0.995,                0.92328,                0.44704,                0.23179,                0.73426,             0.00013631,             0.00013631,             0.00013631
                    179,                  0.382,                0.19168,                0.76996,                0.99954,                      1,                  0.995,                0.92365,                0.44459,                0.23152,                0.73414,             0.00013377,             0.00013377,             0.00013377
                    180,                0.37654,                0.19073,                0.77027,                0.99954,                      1,                  0.995,                0.92412,                0.44438,                0.23093,                0.73405,             0.00013125,             0.00013125,             0.00013125
                    181,                0.37406,                0.18911,                0.76998,                0.99954,                      1,                  0.995,                0.92437,                0.44363,                0.23063,                0.73395,             0.00012875,             0.00012875,             0.00012875
                    182,                0.37346,                0.19082,                0.76848,                0.99954,                      1,                  0.995,                0.92475,                0.44251,                0.23038,                0.73389,             0.00012626,             0.00012626,             0.00012626
                    183,                0.37175,                0.18902,                0.76971,                0.99954,                      1,                  0.995,                0.92498,                0.44115,                0.22971,                 0.7338,              0.0001238,              0.0001238,              0.0001238
                    184,                0.36617,                 0.1866,                0.76874,                0.99954,                      1,                  0.995,                0.92484,                0.44032,                0.22917,                0.73365,             0.00012134,             0.00012134,             0.00012134
                    185,                0.37056,                0.18907,                0.76947,                0.99954,                      1,                  0.995,                0.92545,                0.43971,                0.22858,                 0.7336,             0.00011891,             0.00011891,             0.00011891
                    186,                0.36598,                0.18696,                0.77032,                0.99954,                      1,                  0.995,                0.92595,                 0.4381,                0.22824,                0.73357,              0.0001165,              0.0001165,              0.0001165
                    187,                0.37112,                0.18966,                0.76979,                0.99954,                      1,                  0.995,                0.92635,                0.43716,                0.22736,                0.73347,              0.0001141,              0.0001141,              0.0001141
                    188,                0.36878,                0.18804,                0.77001,                0.99954,                      1,                  0.995,                0.92688,                 0.4354,                0.22686,                0.73335,             0.00011172,             0.00011172,             0.00011172
                    189,                0.36051,                0.18537,                0.76912,                0.99955,                      1,                  0.995,                0.92735,                0.43509,                0.22628,                 0.7333,             0.00010936,             0.00010936,             0.00010936
                    190,                0.36113,                0.18421,                0.76852,                0.99955,                      1,                  0.995,                0.92741,                0.43417,                0.22573,                0.73322,             0.00010702,             0.00010702,             0.00010702
                    191,                0.36488,                0.18433,                 0.7703,                0.99954,                      1,                  0.995,                0.92762,                0.43336,                 0.2257,                0.73306,              0.0001047,              0.0001047,              0.0001047
                    192,                0.35859,                 0.1834,                0.76935,                0.99954,                      1,                  0.995,                 0.9283,                0.43157,                0.22442,                0.73301,              0.0001024,              0.0001024,              0.0001024
                    193,                0.35995,                0.18448,                0.77034,                0.99955,                      1,                  0.995,                 0.9289,                0.43044,                0.22414,                0.73295,             0.00010012,             0.00010012,             0.00010012
                    194,                0.36011,                0.18367,                0.76803,                0.99954,                      1,                  0.995,                0.92956,                0.42923,                0.22324,                0.73286,             9.7865e-05,             9.7865e-05,             9.7865e-05
                    195,                0.35836,                0.18279,                0.76811,                0.99954,                      1,                  0.995,                0.92972,                0.42762,                0.22298,                0.73278,             9.5627e-05,             9.5627e-05,             9.5627e-05
                    196,                0.35643,                0.18174,                0.76763,                0.99954,                      1,                  0.995,                0.93031,                0.42703,                 0.2228,                0.73271,              9.341e-05,              9.341e-05,              9.341e-05
                    197,                0.35591,                0.18148,                0.76772,                0.99954,                      1,                  0.995,                0.93083,                0.42467,                0.22168,                0.73254,             9.1215e-05,             9.1215e-05,             9.1215e-05
                    198,                0.35014,                 0.1793,                0.76734,                0.99954,                      1,                  0.995,                0.93101,                0.42307,                0.22128,                0.73239,             8.9041e-05,             8.9041e-05,             8.9041e-05
                    199,                 0.3536,                0.18118,                0.76649,                0.99954,                      1,                  0.995,                0.93174,                0.42265,                 0.2208,                0.73229,              8.689e-05,              8.689e-05,              8.689e-05
                    200,                0.34905,                0.17952,                0.76785,                0.99957,                      1,                  0.995,                0.93123,                0.42227,                0.22082,                0.73223,             8.4761e-05,             8.4761e-05,             8.4761e-05
                    201,                0.34983,                0.17872,                0.76809,                0.99953,                      1,                  0.995,                0.93151,                0.42066,                0.21972,                0.73214,             8.2655e-05,             8.2655e-05,             8.2655e-05
                    202,                0.34698,                0.17762,                0.76749,                0.99957,                      1,                  0.995,                  0.932,                0.42022,                 0.2195,                0.73209,             8.0572e-05,             8.0572e-05,             8.0572e-05
                    203,                0.34464,                0.17661,                0.76727,                0.99958,                      1,                  0.995,                 0.9319,                0.41921,                0.21922,                0.73202,             7.8512e-05,             7.8512e-05,             7.8512e-05
                    204,                0.34575,                0.17676,                0.76942,                0.99958,                      1,                  0.995,                0.93174,                0.41926,                0.21905,                0.73189,             7.6476e-05,             7.6476e-05,             7.6476e-05
                    205,                0.34516,                0.17636,                0.76774,                0.99958,                      1,                  0.995,                0.93226,                0.41865,                 0.2185,                 0.7318,             7.4463e-05,             7.4463e-05,             7.4463e-05
                    206,                0.34451,                0.17586,                0.76766,                0.99958,                      1,                  0.995,                0.93245,                0.41872,                 0.2181,                0.73181,             7.2475e-05,             7.2475e-05,             7.2475e-05
                    207,                0.34082,                0.17464,                0.76755,                0.99958,                      1,                  0.995,                0.93258,                0.41754,                0.21759,                0.73175,             7.0511e-05,             7.0511e-05,             7.0511e-05
                    208,                 0.3421,                0.17554,                0.76755,                0.99958,                      1,                  0.995,                0.93281,                0.41665,                 0.2173,                0.73159,             6.8572e-05,             6.8572e-05,             6.8572e-05
                    209,                 0.3404,                0.17622,                0.76711,                0.99952,                      1,                  0.995,                0.93309,                0.41666,                0.21738,                0.73152,             6.6657e-05,             6.6657e-05,             6.6657e-05
                    210,                0.33932,                0.17368,                0.76797,                0.99957,                      1,                  0.995,                0.93343,                0.41589,                0.21715,                0.73151,             6.4768e-05,             6.4768e-05,             6.4768e-05
                    211,                0.34128,                 0.1747,                 0.7669,                0.99958,                      1,                  0.995,                0.93342,                0.41663,                0.21673,                0.73147,             6.2904e-05,             6.2904e-05,             6.2904e-05
                    212,                0.34046,                0.17302,                 0.7673,                0.99958,                      1,                  0.995,                0.93404,                0.41534,                0.21663,                0.73133,             6.1066e-05,             6.1066e-05,             6.1066e-05
                    213,                0.33729,                0.17209,                 0.7669,                0.99958,                      1,                  0.995,                0.93403,                0.41512,                0.21607,                0.73128,             5.9253e-05,             5.9253e-05,             5.9253e-05
                    214,                0.33525,                0.17211,                0.76668,                0.99958,                      1,                  0.995,                0.93403,                0.41433,                0.21616,                0.73119,             5.7467e-05,             5.7467e-05,             5.7467e-05
                    215,                0.33936,                0.17252,                0.76764,                0.99959,                      1,                  0.995,                0.93401,                0.41356,                0.21586,                0.73111,             5.5708e-05,             5.5708e-05,             5.5708e-05
                    216,                0.33364,                 0.1712,                0.76732,                0.99959,                      1,                  0.995,                 0.9341,                0.41237,                0.21606,                0.73104,             5.3975e-05,             5.3975e-05,             5.3975e-05
                    217,                0.33285,                 0.1713,                0.76716,                0.99959,                      1,                  0.995,                0.93442,                0.41205,                  0.216,                  0.731,             5.2268e-05,             5.2268e-05,             5.2268e-05
                    218,                0.33424,                0.17176,                0.76714,                0.99959,                      1,                  0.995,                0.93423,                0.41093,                 0.2158,                0.73096,             5.0589e-05,             5.0589e-05,             5.0589e-05
                    219,                0.33135,                0.16949,                0.76661,                0.99959,                      1,                  0.995,                 0.9342,                0.41013,                0.21522,                0.73086,             4.8937e-05,             4.8937e-05,             4.8937e-05
                    220,                0.33332,                0.17059,                 0.7681,                0.99959,                      1,                  0.995,                0.93471,                0.40976,                0.21504,                0.73085,             4.7313e-05,             4.7313e-05,             4.7313e-05
                    221,                0.32994,                   0.17,                0.76575,                0.99959,                      1,                  0.995,                0.93528,                0.40833,                0.21429,                0.73082,             4.5717e-05,             4.5717e-05,             4.5717e-05
                    222,                0.32936,                0.16965,                0.76741,                0.99959,                      1,                  0.995,                 0.9354,                0.40817,                0.21446,                0.73076,             4.4148e-05,             4.4148e-05,             4.4148e-05
                    223,                0.32941,                0.17016,                0.76612,                 0.9996,                      1,                  0.995,                0.93513,                0.40742,                0.21434,                 0.7307,             4.2608e-05,             4.2608e-05,             4.2608e-05
                    224,                 0.3285,                0.16843,                0.76745,                 0.9996,                      1,                  0.995,                0.93478,                 0.4072,                0.21396,                0.73065,             4.1096e-05,             4.1096e-05,             4.1096e-05
                    225,                0.32853,                 0.1684,                0.76732,                 0.9996,                      1,                  0.995,                 0.9352,                0.40582,                0.21335,                0.73061,             3.9613e-05,             3.9613e-05,             3.9613e-05
                    226,                 0.3271,                0.16792,                0.76729,                0.99961,                      1,                  0.995,                0.93512,                 0.4056,                0.21339,                0.73056,             3.8159e-05,             3.8159e-05,             3.8159e-05
                    227,                 0.3246,                0.16728,                0.76695,                 0.9996,                      1,                  0.995,                0.93525,                0.40468,                0.21316,                 0.7305,             3.6733e-05,             3.6733e-05,             3.6733e-05
                    228,                0.32737,                0.16816,                 0.7669,                0.99961,                      1,                  0.995,                0.93542,                0.40411,                0.21249,                 0.7305,             3.5337e-05,             3.5337e-05,             3.5337e-05
                    229,                0.32528,                0.16767,                  0.767,                0.99961,                      1,                  0.995,                0.93577,                0.40359,                0.21221,                0.73038,              3.397e-05,              3.397e-05,              3.397e-05
                    230,                0.32673,                0.16784,                0.76681,                 0.9996,                      1,                  0.995,                0.93602,                0.40369,                0.21173,                0.73022,             3.2633e-05,             3.2633e-05,             3.2633e-05
                    231,                0.32714,                0.16731,                0.76741,                0.99961,                      1,                  0.995,                0.93596,                0.40358,                0.21092,                0.73023,             3.1326e-05,             3.1326e-05,             3.1326e-05
                    232,                0.32231,                0.16644,                 0.7656,                0.99961,                      1,                  0.995,                0.93606,                0.40268,                0.21104,                0.73023,             3.0048e-05,             3.0048e-05,             3.0048e-05
                    233,                0.32129,                 0.1651,                0.76585,                0.99961,                      1,                  0.995,                  0.936,                0.40295,                0.21076,                0.73016,             2.8801e-05,             2.8801e-05,             2.8801e-05
                    234,                0.32169,                0.16636,                0.76653,                 0.9996,                      1,                  0.995,                0.93583,                0.40228,                0.21073,                0.73009,             2.7584e-05,             2.7584e-05,             2.7584e-05
                    235,                0.32081,                0.16461,                0.76652,                0.99961,                      1,                  0.995,                0.93577,                0.40258,                0.21014,                0.73004,             2.6397e-05,             2.6397e-05,             2.6397e-05
                    236,                0.31941,                0.16576,                0.76512,                0.99961,                      1,                  0.995,                0.93588,                0.40138,                0.20957,                0.73005,             2.5242e-05,             2.5242e-05,             2.5242e-05
                    237,                0.31911,                0.16572,                 0.7661,                0.99961,                      1,                  0.995,                 0.9359,                 0.4013,                0.20948,                0.72993,             2.4116e-05,             2.4116e-05,             2.4116e-05
                    238,                0.32055,                0.16483,                0.76545,                0.99962,                      1,                  0.995,                0.93622,                0.40114,                0.20937,                0.72985,             2.3022e-05,             2.3022e-05,             2.3022e-05
                    239,                0.31886,                0.16426,                 0.7672,                0.99963,                      1,                  0.995,                0.93567,                0.40037,                0.20891,                0.72982,             2.1959e-05,             2.1959e-05,             2.1959e-05
                    240,                0.32206,                 0.1647,                0.76577,                0.99963,                      1,                  0.995,                0.93648,                0.40054,                0.20901,                 0.7298,             2.0927e-05,             2.0927e-05,             2.0927e-05
                    241,                0.31788,                0.16364,                0.76622,                0.99964,                      1,                  0.995,                0.93642,                0.40084,                0.20939,                0.72968,             1.9926e-05,             1.9926e-05,             1.9926e-05
                    242,                0.31797,                0.16312,                0.76731,                0.99965,                      1,                  0.995,                0.93631,                0.40071,                0.20883,                0.72962,             1.8957e-05,             1.8957e-05,             1.8957e-05
                    243,                0.32026,                0.16453,                0.76731,                0.99965,                      1,                  0.995,                0.93624,                0.39957,                 0.2085,                 0.7296,             1.8019e-05,             1.8019e-05,             1.8019e-05
                    244,                0.31725,                0.16256,                0.76458,                0.99969,                0.99966,                  0.995,                0.93683,                0.39887,                0.20794,                0.72953,             1.7114e-05,             1.7114e-05,             1.7114e-05
                    245,                0.31827,                 0.1632,                0.76585,                0.99972,                0.99966,                  0.995,                  0.937,                0.39777,                0.20775,                0.72952,              1.624e-05,              1.624e-05,              1.624e-05
                    246,                0.31671,                0.16229,                0.76658,                      1,                 0.9999,                  0.995,                0.93711,                0.39756,                0.20727,                0.72943,             1.5398e-05,             1.5398e-05,             1.5398e-05
                    247,                0.31293,                0.16164,                0.76676,                      1,                0.99991,                  0.995,                0.93704,                0.39722,                0.20723,                0.72943,             1.4588e-05,             1.4588e-05,             1.4588e-05
                    248,                 0.3137,                0.16181,                0.76529,                      1,                0.99987,                  0.995,                0.93757,                0.39719,                0.20694,                0.72941,              1.381e-05,              1.381e-05,              1.381e-05
                    249,                0.31794,                  0.163,                0.76654,                      1,                0.99985,                  0.995,                0.93766,                0.39647,                0.20667,                0.72947,             1.3065e-05,             1.3065e-05,             1.3065e-05
                    250,                0.31451,                0.16204,                0.76763,                      1,                0.99983,                  0.995,                0.93727,                 0.3963,                0.20708,                0.72936,             1.2352e-05,             1.2352e-05,             1.2352e-05
                    251,                0.31873,                 0.1638,                0.76587,                      1,                0.99982,                  0.995,                0.93787,                 0.3962,                0.20662,                0.72936,             1.1671e-05,             1.1671e-05,             1.1671e-05
                    252,                0.31899,                0.16337,                 0.7675,                      1,                0.99982,                  0.995,                0.93824,                0.39573,                0.20637,                0.72936,             1.1024e-05,             1.1024e-05,             1.1024e-05
                    253,                 0.3133,                0.16053,                0.76627,                      1,                0.99981,                  0.995,                0.93804,                0.39608,                0.20621,                0.72934,             1.0408e-05,             1.0408e-05,             1.0408e-05
                    254,                0.31791,                0.16331,                0.76685,                      1,                0.99979,                  0.995,                0.93805,                0.39552,                 0.2064,                0.72935,             9.8261e-06,             9.8261e-06,             9.8261e-06
                    255,                0.31428,                0.16206,                0.76672,                      1,                0.99978,                  0.995,                0.93827,                0.39479,                0.20583,                0.72933,             9.2766e-06,             9.2766e-06,             9.2766e-06
                    256,                0.31866,                0.16361,                0.76572,                      1,                0.99978,                  0.995,                 0.9384,                0.39441,                0.20532,                0.72936,             8.7601e-06,             8.7601e-06,             8.7601e-06
                    257,                0.31652,                0.16248,                0.76616,                      1,                0.99978,                  0.995,                0.93799,                 0.3941,                0.20522,                 0.7293,             8.2765e-06,             8.2765e-06,             8.2765e-06
                    258,                 0.3162,                0.16233,                 0.7667,                      1,                0.99978,                  0.995,                0.93827,                0.39385,                0.20482,                0.72924,              7.826e-06,              7.826e-06,              7.826e-06
                    259,                0.31337,                 0.1615,                 0.7659,                      1,                0.99977,                  0.995,                0.93842,                0.39401,                0.20479,                0.72919,             7.4087e-06,             7.4087e-06,             7.4087e-06
                    260,                0.31635,                0.16293,                0.76627,                      1,                0.99977,                  0.995,                0.93837,                0.39317,                0.20466,                0.72924,             7.0245e-06,             7.0245e-06,             7.0245e-06
                    261,                0.31855,                0.16346,                0.76594,                      1,                0.99978,                  0.995,                 0.9378,                0.39276,                0.20463,                0.72925,             6.6735e-06,             6.6735e-06,             6.6735e-06
                    262,                0.31442,                0.16274,                0.76663,                      1,                0.99979,                  0.995,                0.93784,                 0.3922,                0.20425,                0.72919,             6.3558e-06,             6.3558e-06,             6.3558e-06
                    263,                0.31568,                0.16317,                0.76565,                      1,                0.99979,                  0.995,                0.93803,                0.39184,                0.20438,                0.72915,             6.0715e-06,             6.0715e-06,             6.0715e-06
                    264,                0.31317,                0.16104,                0.76728,                0.99987,                0.99966,                  0.995,                0.93802,                0.39163,                0.20392,                0.72909,             5.8205e-06,             5.8205e-06,             5.8205e-06
                    265,                0.31432,                0.16051,                0.76668,                      1,                0.99979,                  0.995,                0.93828,                0.39108,                0.20379,                0.72915,             5.6029e-06,             5.6029e-06,             5.6029e-06
                    266,                0.31902,                0.16241,                  0.766,                0.99986,                0.99966,                  0.995,                0.93837,                0.39088,                0.20348,                0.72911,             5.4187e-06,             5.4187e-06,             5.4187e-06
                    267,                0.31388,                 0.1613,                0.76673,                0.99985,                0.99966,                  0.995,                0.93889,                0.39033,                0.20351,                0.72908,              5.268e-06,              5.268e-06,              5.268e-06
                    268,                0.31268,                0.16043,                0.76614,                0.99984,                0.99966,                  0.995,                0.93853,                0.39034,                0.20324,                0.72909,             5.1508e-06,             5.1508e-06,             5.1508e-06
                    269,                0.31335,                0.16078,                0.76611,                0.99984,                0.99966,                  0.995,                0.93875,                0.39022,                0.20255,                0.72909,              5.067e-06,              5.067e-06,              5.067e-06
                    270,                0.31431,                0.16165,                0.76529,                0.99983,                0.99966,                  0.995,                0.93914,                0.38991,                0.20236,                0.72904,             5.0168e-06,             5.0168e-06,             5.0168e-06
