                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.42012,                 1.2545,                0.26918,                0.82887,                 0.9926,                0.98677,                 0.9922,                0.96425,                0.97014,                0.96483,                0.97347,                0.67167,                0.27443,                 1.1631,                0.19064,                0.79609,              0.0002562,              0.0002562,              0.0002562
                    106,                0.41774,                 1.2558,                0.26825,                0.82953,                0.99242,                0.98689,                 0.9922,                0.96429,                0.96955,                0.96471,                0.97325,                0.67161,                0.27388,                 1.1631,                0.18931,                0.79594,              0.0002525,              0.0002525,              0.0002525
                    107,                 0.4144,                 1.2597,                0.26587,                0.82812,                0.99355,                0.98644,                 0.9922,                0.96464,                0.96972,                0.96497,                0.97353,                0.67186,                0.27351,                 1.1635,                0.18903,                 0.7958,              0.0002488,              0.0002488,              0.0002488
                    108,                0.41525,                 1.2598,                0.26657,                 0.8281,                0.99253,                0.98741,                0.99219,                 0.9646,                0.97033,                0.96589,                  0.974,                0.67216,                 0.2733,                 1.1628,                0.18887,                0.79566,              0.0002451,              0.0002451,              0.0002451
                    109,                0.41797,                 1.2451,                0.26744,                 0.8266,                0.99243,                0.98776,                0.99218,                0.96464,                0.97017,                0.96584,                0.97378,                0.67231,                0.27296,                  1.163,                 0.1885,                0.79556,              0.0002414,              0.0002414,              0.0002414
                    110,                0.41508,                 1.2433,                0.26642,                0.82747,                 0.9925,                0.98771,                0.99219,                0.96449,                0.97011,                0.96571,                0.97368,                0.67222,                0.27247,                 1.1628,                0.18796,                0.79544,              0.0002377,              0.0002377,              0.0002377
                    111,                 0.4149,                 1.2563,                0.26579,                0.82657,                0.99263,                0.98783,                0.99219,                0.96475,                0.97009,                0.96572,                0.97368,                0.67225,                0.27202,                 1.1639,                0.18729,                0.79535,               0.000234,               0.000234,               0.000234
                    112,                0.41481,                 1.2497,                0.26607,                0.82537,                0.99255,                0.98788,                0.99219,                0.96414,                0.96977,                0.96551,                0.97351,                0.67263,                0.27146,                 1.1634,                0.18695,                0.79527,             0.00023031,             0.00023031,             0.00023031
                    113,                0.41552,                 1.2289,                 0.2659,                0.82629,                 0.9932,                0.98725,                0.99219,                 0.9642,                 0.9703,                0.96498,                0.97352,                0.67314,                0.27058,                 1.1632,                0.18583,                0.79514,             0.00022663,             0.00022663,             0.00022663
                    114,                0.41143,                 1.2374,                0.26361,                0.82601,                0.99421,                0.98675,                0.99239,                0.96465,                0.97138,                0.96443,                0.97376,                 0.6734,                0.27035,                 1.1627,                0.18545,                0.79504,             0.00022295,             0.00022295,             0.00022295
                    115,                0.40384,                 1.2326,                0.25965,                0.82545,                0.99454,                0.98619,                0.99238,                0.96464,                0.97136,                0.96353,                0.97345,                0.67403,                0.26954,                 1.1615,                0.18458,                0.79493,             0.00021928,             0.00021928,             0.00021928
                    116,                0.40812,                 1.2288,                0.26193,                0.82469,                0.99503,                0.98563,                0.99238,                 0.9649,                0.97224,                0.96318,                0.97369,                0.67423,                0.26943,                 1.1617,                0.18456,                0.79485,             0.00021561,             0.00021561,             0.00021561
                    117,                0.40729,                 1.2302,                0.26117,                0.82609,                0.99521,                0.98514,                0.99237,                0.96484,                 0.9724,                 0.9627,                0.97359,                0.67402,                0.26879,                 1.1631,                0.18406,                0.79478,             0.00021196,             0.00021196,             0.00021196
                    118,                0.40488,                 1.2358,                0.25922,                0.82447,                0.99532,                0.98485,                0.99257,                0.96506,                0.97225,                0.96189,                0.97339,                0.67362,                0.26837,                 1.1647,                0.18427,                0.79463,             0.00020831,             0.00020831,             0.00020831
                    119,                0.40696,                 1.2346,                 0.2609,                0.82421,                0.99552,                0.98414,                0.99258,                0.96518,                 0.9729,                0.96195,                0.97358,                0.67351,                0.26809,                 1.1639,                0.18365,                0.79456,             0.00020467,             0.00020467,             0.00020467
                    120,                0.40234,                  1.222,                0.25849,                0.82464,                0.99549,                0.98423,                0.99258,                0.96525,                0.97265,                0.96177,                0.97342,                0.67344,                0.26716,                 1.1637,                0.18416,                0.79456,             0.00020104,             0.00020104,             0.00020104
                    121,                0.40668,                 1.2169,                0.26087,                0.82426,                0.99556,                0.98441,                0.99259,                0.96589,                0.97249,                0.96171,                0.97318,                0.67302,                0.26607,                 1.1632,                0.18328,                0.79437,             0.00019743,             0.00019743,             0.00019743
                    122,                0.39923,                  1.219,                0.25603,                0.82412,                0.99506,                0.98498,                 0.9926,                0.96579,                0.97251,                0.96279,                0.97383,                0.67397,                0.26559,                 1.1617,                0.18271,                0.79427,             0.00019382,             0.00019382,             0.00019382
                    123,                0.39976,                 1.2169,                 0.2568,                 0.8227,                 0.9937,                0.98485,                0.99258,                0.96611,                0.97037,                0.96232,                0.97344,                0.67404,                  0.265,                 1.1611,                0.18253,                0.79414,             0.00019023,             0.00019023,             0.00019023
                    124,                0.39977,                 1.2302,                0.25668,                0.82276,                0.99316,                0.98484,                0.99258,                  0.966,                0.97038,                0.96261,                0.97384,                0.67397,                0.26459,                 1.1617,                0.18242,                0.79402,             0.00018666,             0.00018666,             0.00018666
                    125,                0.39973,                 1.2193,                0.25681,                0.82302,                0.99305,                0.98493,                0.99257,                0.96607,                0.97026,                0.96247,                0.97376,                 0.6738,                0.26415,                 1.1623,                0.18233,                0.79393,             0.00018309,             0.00018309,             0.00018309
                    126,                0.39431,                 1.2034,                0.25301,                0.82263,                0.99303,                0.98489,                0.99256,                0.96649,                0.97015,                0.96232,                0.97364,                0.67397,                0.26365,                 1.1611,                0.18207,                0.79388,             0.00017955,             0.00017955,             0.00017955
                    127,                0.39798,                  1.207,                0.25591,                0.82246,                0.99292,                0.98494,                0.99256,                0.96633,                0.96978,                0.96212,                0.97341,                 0.6744,                0.26292,                 1.1609,                0.18132,                0.79371,             0.00017602,             0.00017602,             0.00017602
                    128,                0.39638,                 1.2137,                0.25456,                 0.8227,                0.99221,                0.98544,                0.99256,                0.96632,                0.96938,                0.96275,                0.97376,                 0.6739,                0.26291,                 1.1608,                0.18142,                0.79354,             0.00017251,             0.00017251,             0.00017251
                    129,                0.39601,                 1.2118,                0.25528,                0.82196,                0.99228,                0.98539,                0.99277,                0.96673,                0.96924,                0.96276,                0.97391,                0.67459,                0.26214,                 1.1601,                0.18074,                0.79338,             0.00016901,             0.00016901,             0.00016901
                    130,                0.39405,                 1.2122,                 0.2536,                0.82281,                0.99024,                0.98729,                0.99276,                0.96724,                0.96922,                0.96288,                0.97389,                0.67518,                0.26207,                 1.1591,                0.18119,                0.79332,             0.00016553,             0.00016553,             0.00016553
                    131,                0.39795,                 1.2109,                0.25584,                0.82077,                0.98983,                0.98764,                0.99315,                0.96755,                0.96766,                0.96361,                 0.9739,                0.67512,                0.26148,                 1.1591,                0.18073,                 0.7932,             0.00016208,             0.00016208,             0.00016208
                    132,                0.39373,                 1.2068,                0.25344,                0.82221,                0.98939,                0.98785,                0.99358,                0.96781,                0.96747,                0.96299,                0.97398,                0.67541,                0.26108,                 1.1593,                0.18049,                0.79303,             0.00015864,             0.00015864,             0.00015864
                    133,                0.39105,                 1.2026,                0.25182,                0.82014,                0.98793,                0.98829,                0.99384,                0.96791,                 0.9652,                0.96489,                0.97395,                0.67562,                0.26088,                   1.16,                0.18047,                0.79293,             0.00015523,             0.00015523,             0.00015523
                    134,                0.38647,                 1.2111,                 0.2491,                 0.8207,                0.98812,                 0.9885,                0.99397,                0.96837,                0.96456,                 0.9648,                0.97386,                0.67567,                0.26074,                 1.1605,                0.18145,                0.79293,             0.00015183,             0.00015183,             0.00015183
                    135,                0.39285,                 1.2134,                0.25294,                0.82113,                0.98837,                0.98891,                0.99468,                0.96869,                0.96463,                 0.9653,                0.97422,                0.67593,                0.26067,                 1.1603,                0.18143,                0.79283,             0.00014846,             0.00014846,             0.00014846
                    136,                0.38844,                 1.1965,                0.24959,                0.81979,                0.98838,                0.98956,                0.99471,                0.96896,                0.96533,                0.96611,                0.97436,                0.67621,                0.26054,                   1.16,                0.18198,                0.79283,             0.00014511,             0.00014511,             0.00014511
                    137,                0.38418,                 1.2004,                0.24739,                0.81963,                0.98756,                0.98998,                0.99472,                0.96896,                0.96495,                 0.9657,                0.97405,                0.67606,                0.26043,                 1.1601,                0.18209,                0.79286,             0.00014179,             0.00014179,             0.00014179
                    138,                0.39034,                 1.1998,                0.25127,                0.82038,                 0.9863,                0.99105,                0.99472,                 0.9693,                0.96372,                0.96553,                0.97368,                0.67617,                0.26049,                 1.1603,                0.18232,                0.79276,             0.00013849,             0.00013849,             0.00013849
                    139,                0.38491,                 1.1953,                0.24765,                0.81852,                0.98633,                 0.9918,                0.99473,                0.96938,                0.96216,                 0.9677,                0.97375,                0.67631,                0.26004,                 1.1599,                 0.1819,                0.79271,             0.00013522,             0.00013522,             0.00013522
                    140,                0.38629,                  1.197,                0.24839,                0.81985,                0.98635,                0.99194,                0.99474,                0.96932,                0.96243,                0.96808,                0.97403,                0.67634,                0.26013,                 1.1599,                0.18153,                0.79256,             0.00013197,             0.00013197,             0.00013197
                    141,                0.38265,                 1.1949,                0.24688,                0.81912,                 0.9871,                0.99046,                0.99475,                0.96948,                0.96412,                0.96665,                0.97426,                0.67638,                0.26004,                 1.1592,                 0.1798,                0.79257,             0.00012875,             0.00012875,             0.00012875
                    142,                0.38492,                 1.1974,                 0.2488,                0.81866,                0.98652,                0.99198,                0.99476,                0.96943,                0.96454,                0.96668,                0.97442,                0.67589,                0.25964,                 1.1587,                0.18181,                0.79256,             0.00012556,             0.00012556,             0.00012556
                    143,                0.38298,                 1.1877,                0.24691,                0.81918,                0.98653,                 0.9919,                0.99477,                0.96935,                0.96474,                0.96687,                0.97472,                  0.676,                0.25931,                 1.1592,                0.18151,                0.79258,             0.00012239,             0.00012239,             0.00012239
                    144,                0.38163,                 1.1881,                0.24629,                 0.8176,                0.98621,                0.99235,                0.99478,                0.96948,                0.96449,                 0.9671,                0.97447,                0.67566,                0.25932,                 1.1597,                0.18233,                0.79268,             0.00011926,             0.00011926,             0.00011926
                    145,                0.37982,                 1.1851,                0.24598,                0.81925,                 0.9863,                0.99208,                0.99478,                0.96981,                0.96428,                0.96769,                0.97502,                0.67575,                0.25862,                 1.1593,                0.18264,                0.79266,             0.00011615,             0.00011615,             0.00011615
                    146,                0.37964,                 1.1809,                0.24521,                0.81909,                0.98565,                0.99283,                0.99479,                0.96972,                0.96405,                0.96753,                0.97503,                0.67601,                0.25875,                 1.1596,                0.18289,                0.79265,             0.00011308,             0.00011308,             0.00011308
                    147,                0.37872,                 1.1842,                0.24448,                0.81792,                0.98739,                0.99064,                0.99481,                0.96996,                0.96451,                0.96763,                0.97531,                0.67594,                0.25888,                 1.1596,                0.18179,                0.79261,             0.00011003,             0.00011003,             0.00011003
                    148,                0.38058,                 1.1868,                0.24585,                0.81776,                 0.9846,                0.99295,                0.99482,                0.97044,                0.96525,                 0.9686,                0.97647,                 0.6763,                0.25894,                 1.1596,                0.18184,                0.79254,             0.00010702,             0.00010702,             0.00010702
                    149,                0.37561,                  1.189,                0.24248,                0.81738,                  0.985,                0.99288,                 0.9948,                0.97025,                0.96596,                0.96985,                0.97723,                0.67644,                0.25845,                 1.1595,                 0.1809,                 0.7925,             0.00010404,             0.00010404,             0.00010404
                    150,                0.37964,                 1.1824,                0.24517,                0.81798,                0.98535,                0.99275,                0.99479,                0.97047,                0.96566,                0.97002,                0.97715,                0.67652,                0.25832,                  1.159,                0.18081,                0.79244,              0.0001011,              0.0001011,              0.0001011
                    151,                 0.3782,                 1.1752,                0.24473,                0.81865,                0.98641,                0.99185,                0.99479,                0.97049,                0.96477,                 0.9698,                0.97688,                0.67635,                0.25785,                   1.16,                0.18148,                0.79228,             9.8186e-05,             9.8186e-05,             9.8186e-05
                    152,                0.37457,                   1.18,                0.24217,                0.81731,                0.98628,                0.99196,                0.99479,                0.97074,                0.96407,                 0.9697,                0.97666,                0.67682,                 0.2582,                 1.1601,                0.18224,                 0.7922,             9.5309e-05,             9.5309e-05,             9.5309e-05
                    153,                0.37451,                 1.1659,                0.24219,                0.81653,                0.98661,                0.99238,                0.99481,                0.97077,                0.96409,                 0.9697,                0.97658,                0.67687,                0.25776,                 1.1593,                0.18179,                0.79211,             9.2467e-05,             9.2467e-05,             9.2467e-05
                    154,                 0.3749,                 1.1753,                 0.2424,                0.81809,                 0.9867,                0.99247,                0.99481,                0.97107,                0.96388,                0.96963,                0.97643,                 0.6769,                0.25766,                 1.1588,                0.18153,                0.79209,              8.966e-05,              8.966e-05,              8.966e-05
                    155,                0.37378,                 1.1805,                0.24176,                0.81644,                0.98651,                0.99257,                0.99482,                0.97107,                0.96418,                0.97021,                0.97681,                0.67678,                0.25757,                  1.159,                0.18155,                0.79207,              8.689e-05,              8.689e-05,              8.689e-05
                    156,                0.37336,                 1.1712,                0.24171,                0.81709,                0.98616,                0.99262,                0.99483,                0.97135,                 0.9647,                0.97077,                0.97735,                0.67684,                0.25734,                 1.1593,                0.18144,                  0.792,             8.4157e-05,             8.4157e-05,             8.4157e-05
                    157,                0.37688,                 1.1754,                0.24359,                0.81769,                0.98548,                0.99273,                0.99483,                0.97171,                0.96362,                0.97067,                0.97711,                0.67685,                0.25729,                 1.1602,                0.18037,                0.79185,             8.1462e-05,             8.1462e-05,             8.1462e-05
                    158,                0.37009,                 1.1604,                0.23958,                 0.8166,                0.98556,                0.99277,                0.99483,                0.97133,                0.96372,                0.97085,                 0.9775,                  0.677,                0.25722,                 1.1593,                0.17963,                0.79178,             7.8805e-05,             7.8805e-05,             7.8805e-05
                    159,                0.37428,                 1.1656,                0.24182,                 0.8159,                0.98562,                0.99365,                0.99483,                0.97159,                0.96419,                0.97226,                0.97806,                0.67711,                0.25706,                 1.1588,                0.17934,                0.79171,             7.6187e-05,             7.6187e-05,             7.6187e-05
                    160,                0.36777,                  1.165,                0.23843,                0.81617,                0.98575,                 0.9933,                0.99483,                0.97139,                0.96436,                0.97179,                0.97804,                0.67695,                0.25703,                 1.1588,                0.17977,                0.79169,             7.3608e-05,             7.3608e-05,             7.3608e-05
                    161,                0.37878,                  1.173,                0.24415,                0.81683,                0.98495,                0.99363,                0.99482,                0.97136,                0.96414,                0.97262,                0.97852,                0.67729,                0.25655,                 1.1602,                0.17985,                0.79165,              7.107e-05,              7.107e-05,              7.107e-05
                    162,                0.37168,                  1.164,                0.24055,                0.81496,                0.98551,                0.99377,                0.99482,                0.97124,                0.96431,                0.97268,                0.97835,                0.67748,                0.25633,                 1.1594,                0.18082,                0.79174,             6.8572e-05,             6.8572e-05,             6.8572e-05
                    163,                0.37008,                 1.1717,                0.23965,                0.81606,                 0.9854,                0.99393,                0.99483,                0.97119,                0.96453,                0.97304,                0.97859,                 0.6775,                0.25618,                 1.1614,                0.18063,                 0.7917,             6.6115e-05,             6.6115e-05,             6.6115e-05
                    164,                0.36646,                 1.1638,                0.23755,                0.81547,                0.98545,                0.99393,                0.99483,                0.97101,                0.96453,                0.97307,                0.97853,                0.67751,                0.25607,                 1.1616,                0.17886,                0.79159,               6.37e-05,               6.37e-05,               6.37e-05
                    165,                0.36562,                 1.1608,                0.23736,                 0.8157,                0.98591,                0.99287,                0.99484,                0.97099,                0.96469,                0.97178,                0.97823,                0.67754,                0.25605,                 1.1615,                0.17844,                0.79153,             6.1327e-05,             6.1327e-05,             6.1327e-05
                    166,                0.37007,                 1.1604,                0.23936,                0.81504,                0.98614,                0.99294,                0.99484,                0.97115,                0.96513,                0.97211,                0.97835,                0.67723,                0.25606,                 1.1623,                0.17789,                0.79153,             5.8997e-05,             5.8997e-05,             5.8997e-05
                    167,                0.36935,                 1.1576,                0.23897,                0.81487,                0.98576,                0.99307,                0.99483,                 0.9715,                0.96463,                 0.9719,                0.97811,                0.67701,                0.25575,                 1.1621,                0.17756,                0.79148,              5.671e-05,              5.671e-05,              5.671e-05
                    168,                0.36787,                 1.1519,                0.23802,                0.81594,                0.98611,                0.99297,                0.99483,                0.97136,                0.96518,                0.97206,                0.97831,                0.67715,                0.25568,                 1.1613,                0.17756,                0.79145,             5.4467e-05,             5.4467e-05,             5.4467e-05
                    169,                0.36571,                 1.1573,                0.23692,                0.81506,                0.98651,                0.99283,                0.99484,                0.97146,                0.96537,                 0.9719,                0.97828,                0.67753,                 0.2555,                 1.1605,                0.17738,                0.79139,             5.2268e-05,             5.2268e-05,             5.2268e-05
                    170,                0.36604,                 1.1425,                0.23719,                0.81587,                0.98676,                 0.9927,                0.99484,                 0.9715,                0.96609,                0.97205,                0.97862,                0.67791,                0.25565,                 1.1589,                0.17744,                0.79137,             5.0114e-05,             5.0114e-05,             5.0114e-05
                    171,                0.36479,                 1.1668,                0.23696,                0.81471,                0.98742,                0.99197,                0.99484,                0.97149,                0.96711,                0.97155,                0.97891,                0.67763,                0.25574,                 1.1595,                0.17739,                0.79129,             4.8006e-05,             4.8006e-05,             4.8006e-05
                    172,                0.36407,                 1.1521,                0.23582,                0.81444,                0.98759,                0.99227,                0.99484,                0.97157,                0.96722,                0.97194,                0.97881,                0.67752,                0.25555,                 1.1593,                0.17715,                0.79123,             4.5943e-05,             4.5943e-05,             4.5943e-05
                    173,                0.35772,                 1.1478,                0.23327,                0.81432,                0.98712,                0.99245,                0.99485,                0.97138,                0.96689,                0.97204,                0.97867,                0.67774,                0.25555,                 1.1586,                0.17711,                0.79119,             4.3927e-05,             4.3927e-05,             4.3927e-05
                    174,                0.36725,                 1.1614,                 0.2377,                0.81466,                0.98731,                0.99235,                0.99485,                0.97175,                0.96761,                0.97256,                0.97944,                0.67806,                0.25524,                 1.1587,                0.17688,                 0.7911,             4.1957e-05,             4.1957e-05,             4.1957e-05
                    175,                 0.3631,                 1.1484,                0.23524,                0.81474,                0.98737,                0.99227,                0.99485,                0.97181,                0.96787,                0.97279,                0.97944,                0.67821,                0.25526,                 1.1579,                0.17718,                0.79104,             4.0034e-05,             4.0034e-05,             4.0034e-05
                    176,                0.36415,                 1.1566,                0.23636,                0.81422,                0.98505,                0.99406,                0.99486,                0.97154,                0.96555,                0.97431,                0.97934,                0.67849,                0.25519,                 1.1576,                0.17733,                0.79099,             3.8159e-05,             3.8159e-05,             3.8159e-05
                    177,                0.36288,                 1.1597,                0.23506,                0.81493,                0.98501,                0.99424,                0.99486,                0.97162,                0.96543,                0.97429,                0.97924,                0.67861,                0.25436,                 1.1576,                0.17695,                0.79098,             3.6331e-05,             3.6331e-05,             3.6331e-05
                    178,                0.36019,                  1.145,                 0.2339,                0.81272,                0.98409,                0.99452,                0.99486,                0.97164,                0.96521,                0.97452,                0.97934,                0.67866,                0.25422,                 1.1571,                0.17584,                 0.7909,             3.4553e-05,             3.4553e-05,             3.4553e-05
                    179,                0.36297,                 1.1513,                0.23554,                 0.8135,                  0.984,                0.99463,                0.99486,                0.97175,                0.96495,                0.97555,                 0.9799,                0.67838,                0.25447,                 1.1579,                0.17646,                0.79087,             3.2823e-05,             3.2823e-05,             3.2823e-05
                    180,                0.36514,                 1.1408,                0.23665,                0.81431,                0.98399,                0.99466,                0.99486,                0.97177,                0.96459,                0.97568,                0.97999,                0.67878,                0.25427,                 1.1572,                0.17604,                0.79085,             3.1142e-05,             3.1142e-05,             3.1142e-05
                    181,                0.36206,                 1.1439,                0.23482,                0.81352,                0.98391,                 0.9947,                0.99486,                0.97194,                0.96468,                0.97553,                0.97986,                0.67876,                0.25397,                 1.1574,                0.17665,                0.79086,              2.951e-05,              2.951e-05,              2.951e-05
                    182,                0.35971,                 1.1442,                0.23366,                0.81403,                 0.9837,                0.99482,                0.99487,                0.97192,                0.96423,                0.97612,                0.97985,                0.67917,                0.25418,                  1.157,                0.17586,                0.79084,             2.7929e-05,             2.7929e-05,             2.7929e-05
                    183,                0.35644,                 1.1439,                0.23203,                0.81423,                0.98313,                0.99542,                0.99487,                 0.9719,                0.96423,                0.97664,                0.97977,                0.67905,                0.25408,                 1.1564,                0.17592,                0.79087,             2.6397e-05,             2.6397e-05,             2.6397e-05
                    184,                0.35644,                 1.1524,                 0.2314,                 0.8132,                0.98301,                0.99554,                0.99488,                0.97214,                0.96397,                0.97652,                0.97994,                 0.6788,                0.25392,                 1.1563,                0.17593,                0.79086,             2.4917e-05,             2.4917e-05,             2.4917e-05
                    185,                  0.362,                 1.1506,                0.23502,                0.81331,                0.98224,                0.99624,                0.99487,                0.97206,                0.96427,                0.97673,                0.97973,                0.67863,                0.25407,                 1.1561,                0.17568,                0.79087,             2.3487e-05,             2.3487e-05,             2.3487e-05
                    186,                0.36107,                 1.1513,                0.23475,                0.81364,                0.98209,                0.99759,                0.99489,                0.97204,                0.96226,                0.97768,                0.97869,                0.67852,                0.25405,                 1.1562,                0.17563,                0.79087,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    187,                0.35886,                 1.1549,                0.23302,                0.81337,                0.98212,                0.99765,                0.99489,                0.97222,                0.96185,                0.97733,                0.97847,                0.67795,                0.25393,                 1.1573,                0.17513,                0.79084,             2.0782e-05,             2.0782e-05,             2.0782e-05
                    188,                0.36076,                 1.1516,                0.23357,                0.81365,                0.98245,                0.99782,                0.99489,                 0.9721,                0.96256,                0.97789,                0.97852,                0.67796,                0.25386,                 1.1574,                0.17557,                0.79083,             1.9507e-05,             1.9507e-05,             1.9507e-05
                    189,                0.35817,                 1.1402,                0.23311,                 0.8135,                0.98225,                0.99787,                0.99489,                0.97229,                0.96147,                0.97703,                  0.978,                0.67818,                0.25425,                 1.1567,                0.17539,                0.79084,             1.8284e-05,             1.8284e-05,             1.8284e-05
                    190,                0.35982,                 1.1508,                0.23394,                0.81327,                0.98215,                0.99795,                0.99489,                0.97218,                0.96164,                0.97735,                 0.9782,                 0.6778,                 0.2542,                 1.1572,                0.17549,                0.79079,             1.7114e-05,             1.7114e-05,             1.7114e-05
                    191,                0.35654,                 1.1296,                0.23168,                 0.8132,                0.98201,                0.99783,                0.99489,                0.97262,                0.96191,                 0.9777,                0.97825,                 0.6777,                0.25381,                 1.1574,                0.17524,                0.79073,             1.5996e-05,             1.5996e-05,             1.5996e-05
                    192,                0.35887,                 1.1413,                 0.2333,                0.81354,                 0.9823,                0.99757,                0.99488,                0.97243,                0.96227,                0.97768,                 0.9785,                0.67724,                0.25406,                  1.158,                0.17544,                0.79075,             1.4931e-05,             1.4931e-05,             1.4931e-05
                    193,                0.35653,                 1.1504,                 0.2318,                0.81302,                0.98223,                 0.9977,                0.99488,                0.97232,                0.96208,                0.97784,                0.97843,                0.67733,                0.25391,                 1.1579,                0.17528,                0.79074,             1.3919e-05,             1.3919e-05,             1.3919e-05
                    194,                0.35735,                 1.1426,                0.23234,                0.81318,                0.98358,                0.99493,                0.99489,                0.97219,                0.96368,                0.97494,                0.97847,                0.67705,                0.25344,                 1.1585,                 0.1747,                0.79073,             1.2961e-05,             1.2961e-05,             1.2961e-05
                    195,                0.35572,                   1.14,                0.23137,                0.81364,                0.98342,                0.99578,                 0.9949,                0.97209,                0.96351,                0.97583,                0.97845,                0.67714,                0.25357,                 1.1584,                0.17497,                0.79068,             1.2056e-05,             1.2056e-05,             1.2056e-05
                    196,                0.35751,                 1.1469,                0.23259,                0.81388,                0.98391,                0.99484,                 0.9949,                0.97236,                0.96377,                0.97464,                0.97827,                0.67705,                0.25329,                 1.1591,                0.17438,                0.79072,             1.1205e-05,             1.1205e-05,             1.1205e-05
                    197,                0.36306,                 1.1433,                0.23579,                0.81322,                0.98404,                0.99486,                 0.9949,                0.97206,                0.96368,                0.97441,                0.97815,                0.67722,                0.25351,                 1.1603,                 0.1748,                0.79068,             1.0408e-05,             1.0408e-05,             1.0408e-05
                    198,                0.36144,                 1.1435,                0.23455,                0.81353,                0.98432,                 0.9948,                 0.9949,                0.97211,                 0.9645,                0.97483,                0.97853,                0.67751,                0.25316,                 1.1601,                0.17444,                0.79065,             9.6658e-06,             9.6658e-06,             9.6658e-06
                    199,                0.35334,                 1.1456,                0.23004,                0.81286,                0.98423,                0.99483,                 0.9949,                0.97184,                0.96431,                0.97487,                0.97851,                0.67725,                0.25298,                 1.1594,                0.17455,                0.79063,             8.9774e-06,             8.9774e-06,             8.9774e-06
                    200,                0.35701,                 1.1364,                0.23201,                0.81294,                0.98424,                0.99488,                 0.9949,                 0.9719,                0.96389,                 0.9753,                0.97835,                0.67695,                0.25312,                 1.1595,                 0.1746,                0.79057,             8.3436e-06,             8.3436e-06,             8.3436e-06
                    201,                0.34785,                 1.1081,                0.21753,                0.81479,                0.98401,                0.99565,                 0.9949,                0.97203,                 0.9638,                 0.9756,                0.97834,                0.67695,                0.25243,                 1.1596,                0.17403,                0.79056,             7.7644e-06,             7.7644e-06,             7.7644e-06
                    202,                0.34722,                 1.1006,                0.21744,                0.81435,                0.98429,                0.99596,                0.99491,                0.97187,                0.96382,                0.97564,                0.97814,                0.67737,                0.25207,                 1.1588,                0.17384,                 0.7905,             7.2399e-06,             7.2399e-06,             7.2399e-06
                    203,                0.35226,                 1.1075,                0.22041,                 0.8143,                0.98493,                0.99615,                0.99491,                0.97228,                0.96412,                 0.9757,                0.97799,                0.67697,                0.25212,                  1.159,                0.17413,                0.79043,             6.7704e-06,             6.7704e-06,             6.7704e-06
                    204,                0.35061,                 1.1042,                0.21926,                0.81452,                0.98566,                0.99557,                0.99491,                0.97231,                0.96478,                0.97465,                0.97773,                0.67671,                0.25138,                 1.1596,                0.17312,                0.79038,             6.3558e-06,             6.3558e-06,             6.3558e-06
                    205,                0.34908,                 1.1084,                0.21828,                0.81537,                0.98588,                0.99569,                0.99491,                0.97232,                0.96451,                0.97429,                0.97722,                0.67622,                0.25132,                 1.1591,                0.17301,                0.79032,             5.9964e-06,             5.9964e-06,             5.9964e-06
                    206,                0.34735,                 1.1015,                0.21789,                 0.8136,                0.98605,                0.99561,                0.99491,                0.97199,                0.96451,                0.97375,                0.97706,                0.67624,                0.25174,                  1.159,                0.17347,                0.79032,             5.6921e-06,             5.6921e-06,             5.6921e-06
                    207,                 0.3489,                 1.1026,                0.21814,                0.81421,                0.98608,                0.99633,                0.99492,                0.97227,                0.96511,                0.97417,                0.97711,                0.67584,                0.25182,                 1.1593,                0.17341,                0.79025,              5.443e-06,              5.443e-06,              5.443e-06
                    208,                0.34798,                 1.1025,                0.21768,                 0.8139,                0.98646,                0.99634,                0.99492,                0.97218,                0.96538,                0.97419,                0.97674,                0.67622,                0.25082,                 1.1584,                0.17206,                0.79019,             5.2492e-06,             5.2492e-06,             5.2492e-06
                    209,                0.34822,                 1.1008,                0.21837,                0.81488,                0.98685,                0.99648,                0.99492,                0.97202,                0.96558,                0.97493,                0.97691,                0.67631,                0.25118,                 1.1581,                0.17246,                0.79017,             5.1108e-06,             5.1108e-06,             5.1108e-06
                    210,                0.34968,                 1.1088,                0.21876,                 0.8146,                0.98719,                0.99643,                0.99493,                0.97179,                0.96547,                0.97475,                0.97689,                0.67627,                0.25132,                 1.1578,                0.17236,                0.79012,             5.0277e-06,             5.0277e-06,             5.0277e-06
