                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    122,                0.48667,                 0.2799,                0.95816,                 0.9927,                0.97662,                0.99035,                0.90902,                0.42523,                0.23752,                0.89561,             0.00017233,             0.00017233,             0.00017233
                    123,                0.48546,                0.27891,                0.95684,                0.99294,                0.97675,                0.99036,                0.90898,                0.42456,                0.23665,                0.89496,             0.00016866,             0.00016866,             0.00016866
                    124,                0.47742,                0.27577,                0.95294,                0.99299,                 0.9765,                0.99036,                0.90924,                0.42402,                 0.2362,                0.89422,             0.00016501,             0.00016501,             0.00016501
                    125,                0.48025,                0.27782,                0.95624,                0.99251,                 0.9785,                0.99035,                0.90987,                0.42315,                0.23573,                0.89375,             0.00016139,             0.00016139,             0.00016139
                    126,                0.47771,                0.27419,                0.95796,                0.99156,                0.97863,                0.99033,                0.91007,                0.42235,                0.23522,                0.89322,             0.00015779,             0.00015779,             0.00015779
                    127,                0.47476,                0.27264,                0.95476,                0.98913,                0.97854,                0.99035,                0.91069,                 0.4222,                0.23466,                 0.8928,             0.00015421,             0.00015421,             0.00015421
                    128,                0.47952,                0.27471,                0.95531,                 0.9891,                0.97987,                0.99037,                0.91104,                0.42123,                0.23429,                0.89244,             0.00015065,             0.00015065,             0.00015065
                    129,                0.47525,                0.27249,                0.95491,                0.98925,                0.97998,                0.99066,                 0.9115,                0.42046,                0.23379,                0.89185,             0.00014712,             0.00014712,             0.00014712
                    130,                0.47103,                0.27098,                0.94967,                0.98932,                0.97987,                0.99039,                0.91113,                0.41926,                0.23303,                0.89127,             0.00014362,             0.00014362,             0.00014362
                    131,                0.46875,                0.26899,                0.94746,                0.98924,                0.97986,                0.99068,                0.91126,                 0.4187,                0.23253,                0.89067,             0.00014014,             0.00014014,             0.00014014
                    132,                0.47352,                0.27207,                0.95143,                0.98894,                0.97935,                 0.9906,                0.91151,                0.41792,                0.23185,                 0.8902,             0.00013669,             0.00013669,             0.00013669
                    133,                0.46555,                0.26671,                0.95039,                0.98893,                0.97938,                0.99081,                0.91212,                0.41703,                0.23139,                0.88963,             0.00013327,             0.00013327,             0.00013327
                    134,                0.46641,                0.26589,                 0.9484,                0.98899,                0.97955,                0.99081,                0.91242,                0.41653,                0.23079,                0.88939,             0.00012987,             0.00012987,             0.00012987
