                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.44577,                0.25517,                0.93869,                0.99135,                0.98653,                0.99119,                0.91499,                0.40707,                0.22562,                0.88264,             7.7491e-05,             7.7491e-05,             7.7491e-05
                    152,                0.44258,                0.25295,                0.93652,                0.99118,                0.98663,                0.99105,                0.91508,                0.40707,                0.22519,                0.88241,             7.4764e-05,             7.4764e-05,             7.4764e-05
                    153,                0.44443,                0.25539,                0.93644,                0.99067,                0.98627,                0.99122,                0.91539,                0.40657,                0.22477,                0.88187,              7.208e-05,              7.208e-05,              7.208e-05
                    154,                0.43851,                0.25207,                0.93375,                0.99044,                0.98697,                0.99123,                0.91609,                0.40625,                0.22439,                0.88141,             6.9441e-05,             6.9441e-05,             6.9441e-05
                    155,                0.44173,                0.25281,                  0.934,                0.98897,                0.98131,                0.99124,                0.91525,                  0.406,                0.22412,                0.88103,             6.6848e-05,             6.6848e-05,             6.6848e-05
                    156,                0.43577,                0.25058,                  0.931,                0.98845,                0.98152,                0.99138,                0.91534,                0.40597,                0.22431,                0.88066,               6.43e-05,               6.43e-05,               6.43e-05
                    157,                0.43813,                0.25031,                0.93137,                0.98839,                0.98163,                0.99139,                0.91532,                0.40588,                0.22462,                0.88025,             6.1798e-05,             6.1798e-05,             6.1798e-05
                    158,                0.43662,                0.25078,                0.93302,                0.98889,                0.98146,                0.99131,                0.91524,                0.40557,                0.22423,                0.87987,             5.9343e-05,             5.9343e-05,             5.9343e-05
                    159,                0.44073,                0.25143,                0.93358,                0.98872,                0.98131,                 0.9913,                0.91527,                0.40526,                0.22417,                0.87951,             5.6937e-05,             5.6937e-05,             5.6937e-05
                    160,                0.43428,                0.24891,                0.93308,                0.98867,                0.98138,                0.99138,                0.91525,                0.40468,                0.22377,                0.87908,             5.4578e-05,             5.4578e-05,             5.4578e-05
                    161,                0.43556,                0.24978,                0.93342,                0.98878,                0.98155,                0.99139,                0.91486,                0.40441,                0.22346,                0.87862,             5.2268e-05,             5.2268e-05,             5.2268e-05
                    162,                0.43322,                0.24944,                0.93086,                0.98876,                0.98159,                0.99151,                0.91522,                0.40431,                0.22326,                0.87822,             5.0008e-05,             5.0008e-05,             5.0008e-05
                    163,                0.43368,                  0.249,                 0.9313,                0.98905,                0.98189,                0.99153,                0.91523,                0.40385,                0.22302,                0.87788,             4.7798e-05,             4.7798e-05,             4.7798e-05
                    164,                0.43372,                0.24832,                0.93212,                0.98938,                0.98209,                0.99153,                0.91519,                0.40379,                0.22266,                0.87769,             4.5638e-05,             4.5638e-05,             4.5638e-05
                    165,                 0.4314,                 0.2478,                0.93172,                0.98936,                0.98208,                0.99145,                0.91549,                0.40377,                0.22243,                 0.8775,             4.3529e-05,             4.3529e-05,             4.3529e-05
                    166,                0.43341,                0.24759,                 0.9319,                0.98934,                 0.9821,                0.99144,                0.91575,                0.40342,                0.22213,                 0.8773,             4.1472e-05,             4.1472e-05,             4.1472e-05
                    167,                0.42949,                0.24675,                0.93018,                0.98934,                0.98217,                0.99145,                0.91792,                0.40319,                0.22198,                 0.8771,             3.9466e-05,             3.9466e-05,             3.9466e-05
                    168,                0.42694,                0.24585,                0.92729,                 0.9893,                0.98219,                0.99144,                0.91797,                0.40326,                0.22197,                0.87684,             3.7514e-05,             3.7514e-05,             3.7514e-05
                    169,                0.43423,                0.24818,                0.92938,                 0.9895,                0.98218,                0.99146,                0.91847,                0.40298,                0.22196,                0.87662,             3.5614e-05,             3.5614e-05,             3.5614e-05
                    170,                0.43166,                 0.2485,                0.92969,                 0.9895,                0.98219,                0.99146,                0.91838,                0.40337,                0.22189,                0.87658,             3.3768e-05,             3.3768e-05,             3.3768e-05
                    171,                0.42862,                0.24613,                 0.9274,                0.98949,                0.98221,                0.99146,                0.91873,                0.40337,                0.22167,                 0.8765,             3.1976e-05,             3.1976e-05,             3.1976e-05
                    172,                0.42969,                 0.2455,                0.92736,                0.98951,                0.98222,                0.99146,                0.91922,                0.40289,                0.22158,                 0.8765,             3.0238e-05,             3.0238e-05,             3.0238e-05
                    173,                0.42819,                 0.2457,                0.92622,                0.98951,                0.98223,                0.99146,                0.91966,                0.40252,                 0.2219,                0.87657,             2.8555e-05,             2.8555e-05,             2.8555e-05
                    174,                0.42826,                0.24562,                0.92622,                0.98951,                0.98206,                0.99146,                0.91964,                0.40255,                0.22181,                0.87695,             2.6928e-05,             2.6928e-05,             2.6928e-05
                    175,                0.42689,                0.24514,                 0.9273,                0.98929,                0.98214,                0.99121,                 0.9198,                0.40245,                0.22162,                0.87732,             2.5356e-05,             2.5356e-05,             2.5356e-05
                    176,                0.42448,                0.24226,                0.92572,                0.98929,                0.98216,                0.99122,                0.91959,                0.40244,                0.22153,                0.87694,              2.384e-05,              2.384e-05,              2.384e-05
                    177,                0.42407,                0.24309,                0.92552,                0.98929,                0.98215,                0.99122,                0.91973,                0.40247,                0.22133,                0.87658,              2.238e-05,              2.238e-05,              2.238e-05
                    178,                0.42195,                0.24281,                 0.9252,                0.98943,                0.98214,                0.99122,                0.91976,                0.40257,                0.22129,                0.87633,             2.0978e-05,             2.0978e-05,             2.0978e-05
                    179,                0.42701,                0.24578,                  0.926,                0.98938,                0.98215,                0.99122,                0.92006,                0.40199,                0.22097,                0.87607,             1.9632e-05,             1.9632e-05,             1.9632e-05
                    180,                0.42556,                0.24474,                0.92531,                0.98932,                0.98205,                0.99122,                 0.9199,                0.40174,                0.22071,                0.87575,             1.8344e-05,             1.8344e-05,             1.8344e-05
                    181,                0.42194,                0.24173,                0.92484,                 0.9893,                0.98209,                0.99121,                0.92026,                0.40148,                0.22059,                0.87541,             1.7114e-05,             1.7114e-05,             1.7114e-05
                    182,                0.42311,                0.24341,                0.92528,                0.98958,                0.98222,                0.99121,                0.92041,                0.40122,                0.22054,                0.87508,             1.5941e-05,             1.5941e-05,             1.5941e-05
                    183,                0.42385,                0.24275,                 0.9255,                0.98963,                0.98218,                0.99122,                0.92022,                0.40071,                 0.2204,                0.87475,             1.4827e-05,             1.4827e-05,             1.4827e-05
                    184,                0.41985,                0.23946,                 0.9243,                0.98962,                0.98222,                 0.9911,                0.92023,                0.40064,                0.22013,                0.87452,             1.3772e-05,             1.3772e-05,             1.3772e-05
                    185,                 0.4239,                0.24255,                0.92512,                0.98963,                0.98229,                0.99111,                0.92019,                0.40023,                0.21997,                0.87399,             1.2776e-05,             1.2776e-05,             1.2776e-05
                    186,                0.41864,                0.24043,                0.92489,                 0.9896,                0.98241,                0.99102,                0.92196,                0.39996,                0.21975,                0.87371,             1.1838e-05,             1.1838e-05,             1.1838e-05
                    187,                0.42269,                0.24247,                0.92283,                0.98961,                0.98246,                0.99126,                0.91991,                0.39957,                0.21964,                0.87341,             1.0961e-05,             1.0961e-05,             1.0961e-05
                    188,                0.42313,                0.24173,                 0.9253,                0.98961,                0.98245,                0.99126,                0.91992,                0.39932,                0.21933,                0.87285,             1.0142e-05,             1.0142e-05,             1.0142e-05
                    189,                0.42396,                0.24276,                0.92581,                0.98964,                0.98252,                0.99135,                0.92207,                0.39918,                0.21893,                 0.8727,             9.3839e-06,             9.3839e-06,             9.3839e-06
                    190,                0.41954,                0.24104,                0.92487,                0.98964,                 0.9827,                0.99135,                0.92214,                0.39915,                0.21901,                0.87276,             8.6854e-06,             8.6854e-06,             8.6854e-06
                    191,                0.41857,                0.23863,                0.92677,                 0.9897,                0.98279,                0.99135,                 0.9221,                0.39854,                 0.2187,                0.87261,             8.0471e-06,             8.0471e-06,             8.0471e-06
                    192,                0.41412,                0.23572,                0.92453,                0.98972,                0.98283,                0.99135,                0.92218,                0.39859,                0.21855,                0.87235,             7.4691e-06,             7.4691e-06,             7.4691e-06
                    193,                0.41507,                0.23567,                0.92566,                0.98976,                 0.9828,                0.99135,                 0.9221,                0.39846,                0.21854,                0.87242,             6.9516e-06,             6.9516e-06,             6.9516e-06
                    194,                0.41239,                0.23519,                0.92478,                0.98983,                0.98265,                0.99127,                0.92185,                0.39848,                0.21832,                0.87237,             6.4947e-06,             6.4947e-06,             6.4947e-06
                    195,                0.40941,                0.23287,                0.92457,                0.98984,                0.98256,                0.99126,                0.92187,                0.39829,                0.21831,                0.87216,             6.0984e-06,             6.0984e-06,             6.0984e-06
                    196,                0.41272,                0.23574,                0.92401,                0.98939,                0.98252,                0.99126,                0.91905,                0.39808,                0.21827,                0.87239,              5.763e-06,              5.763e-06,              5.763e-06
                    197,                 0.4127,                0.23582,                0.92284,                0.98937,                0.98248,                0.99127,                0.91708,                0.39798,                0.21836,                0.87229,             5.4884e-06,             5.4884e-06,             5.4884e-06
                    198,                0.41002,                0.23419,                0.92141,                0.98938,                0.98234,                0.99139,                0.91936,                0.39824,                0.21836,                0.87151,             5.2748e-06,             5.2748e-06,             5.2748e-06
                    199,                0.41258,                0.23587,                0.92299,                0.98936,                 0.9808,                0.99143,                0.91791,                0.39812,                0.21869,                0.87095,             5.1221e-06,             5.1221e-06,             5.1221e-06
                    200,                0.41147,                0.23482,                0.92409,                0.98936,                0.98016,                0.99143,                0.91981,                 0.3979,                0.21878,                0.87074,             5.0305e-06,             5.0305e-06,             5.0305e-06
