                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.49591,                 1.1842,                0.29264,                0.90957,                0.99304,                0.97815,                0.98888,                0.91148,                0.98824,                0.97362,                0.98575,                0.79202,                0.42929,                0.96999,                0.24269,                0.85236,             0.00022921,             0.00022921,             0.00022921
                    108,                0.48778,                 1.1793,                0.28919,                0.90727,                0.99291,                0.97828,                 0.9889,                0.91217,                0.98826,                0.97376,                0.98577,                 0.7924,                 0.4287,                0.96887,                0.24208,                0.85195,             0.00022534,             0.00022534,             0.00022534
                    109,                0.48802,                 1.1711,                0.28783,                0.90929,                0.99255,                0.97854,                0.98891,                0.91522,                0.98867,                0.97473,                 0.9862,                0.79303,                0.42838,                0.96794,                0.24138,                0.85145,             0.00022148,             0.00022148,             0.00022148
                    110,                0.49041,                 1.1746,                0.28875,                0.90725,                0.99276,                0.97831,                0.98884,                0.91512,                  0.989,                0.97465,                0.98623,                0.79318,                0.42768,                 0.9669,                0.24053,                0.85094,             0.00021763,             0.00021763,             0.00021763
                    111,                0.48402,                 1.1727,                0.28612,                0.90532,                0.99291,                0.97838,                0.98883,                0.91536,                 0.9888,                0.97445,                0.98611,                 0.7935,                 0.4269,                0.96484,                 0.2398,                0.85057,             0.00021378,             0.00021378,             0.00021378
                    112,                0.48426,                 1.1796,                0.28669,                0.90724,                0.99309,                0.97842,                0.98875,                0.91572,                0.98876,                0.97465,                0.98605,                0.79421,                0.42637,                0.96384,                0.23924,                0.85029,             0.00020995,             0.00020995,             0.00020995
                    113,                0.48268,                 1.1842,                0.28583,                0.90522,                0.99333,                0.97847,                0.98876,                0.91589,                0.98922,                0.97457,                0.98606,                0.79534,                0.42583,                0.96251,                0.23897,                0.84984,             0.00020612,             0.00020612,             0.00020612
                    114,                0.48356,                 1.1678,                0.28611,                0.90378,                0.99097,                0.97566,                0.98887,                0.91444,                0.98679,                0.97156,                0.98615,                0.79339,                0.42506,                0.96167,                0.23863,                0.84941,             0.00020231,             0.00020231,             0.00020231
                    115,                 0.4788,                 1.1682,                0.28306,                0.90573,                 0.9908,                0.97546,                0.98898,                0.91516,                0.98654,                0.97141,                0.98615,                0.79411,                0.42455,                0.96064,                0.23779,                0.84902,             0.00019851,             0.00019851,             0.00019851
                    116,                0.47984,                 1.1698,                0.28408,                0.90531,                0.99084,                0.97586,                0.98901,                0.91563,                 0.9867,                0.97209,                0.98633,                0.79464,                0.42373,                0.95967,                0.23717,                0.84866,             0.00019472,             0.00019472,             0.00019472
                    117,                0.47503,                 1.1657,                0.28132,                0.90251,                0.99087,                  0.976,                0.98911,                0.91574,                0.98662,                0.97211,                0.98633,                0.79468,                0.42318,                0.95835,                0.23683,                0.84846,             0.00019095,             0.00019095,             0.00019095
                    118,                 0.4758,                 1.1555,                0.28129,                0.90143,                0.99109,                0.97592,                0.98912,                0.91826,                0.98662,                0.97229,                0.98643,                0.79497,                0.42245,                0.95735,                0.23654,                  0.848,             0.00018719,             0.00018719,             0.00018719
                    119,                0.46863,                  1.157,                0.27775,                0.89779,                0.99124,                0.97573,                0.98906,                0.91792,                 0.9871,                0.97197,                0.98648,                0.79541,                0.42189,                0.95654,                0.23603,                0.84764,             0.00018345,             0.00018345,             0.00018345
                    120,                0.46961,                 1.1671,                0.27822,                0.89954,                0.99115,                0.97574,                0.98918,                0.91827,                0.98712,                0.97178,                 0.9865,                0.79526,                0.42114,                 0.9555,                0.23584,                0.84698,             0.00017973,             0.00017973,             0.00017973
                    121,                0.47169,                 1.1542,                0.27943,                0.90007,                 0.9915,                0.97545,                 0.9892,                0.91798,                0.98758,                0.97127,                0.98652,                0.79587,                0.42049,                0.95467,                0.23543,                0.84644,             0.00017602,             0.00017602,             0.00017602
                    122,                 0.4704,                  1.164,                0.27874,                0.89843,                0.99132,                0.97548,                0.98921,                0.91883,                0.98728,                0.97152,                0.98653,                0.79623,                0.41953,                0.95324,                 0.2348,                0.84592,             0.00017233,             0.00017233,             0.00017233
                    123,                 0.4703,                 1.1559,                0.27762,                0.89679,                0.99054,                0.97626,                0.98923,                0.91898,                0.98639,                0.97253,                0.98655,                0.79606,                0.41842,                0.95203,                0.23441,                0.84535,             0.00016866,             0.00016866,             0.00016866
                    124,                 0.4621,                 1.1465,                0.27364,                0.89474,                0.98988,                0.97698,                0.98935,                0.91958,                0.98579,                0.97307,                0.98679,                0.79635,                0.41745,                0.95118,                0.23399,                0.84486,             0.00016501,             0.00016501,             0.00016501
                    125,                0.46597,                 1.1568,                0.27629,                0.89419,                 0.9912,                0.97547,                0.98937,                0.92009,                0.98715,                0.97151,                0.98682,                0.79641,                0.41671,                0.95062,                0.23335,                0.84441,             0.00016139,             0.00016139,             0.00016139
                    126,                0.46085,                 1.1412,                0.27302,                0.89591,                0.99117,                0.97504,                0.98952,                0.92007,                0.98713,                0.97109,                0.98682,                0.79683,                0.41587,                0.94915,                0.23287,                0.84382,             0.00015779,             0.00015779,             0.00015779
                    127,                0.45861,                 1.1488,                0.27224,                0.89396,                0.99049,                0.97616,                0.98955,                 0.9192,                0.98657,                  0.972,                0.98674,                0.79645,                0.41518,                0.94744,                0.23247,                0.84315,             0.00015421,             0.00015421,             0.00015421
                    128,                0.46318,                 1.1418,                0.27235,                0.89289,                0.99026,                0.97635,                0.98952,                0.91964,                0.98649,                0.97235,                0.98677,                0.79656,                 0.4145,                0.94741,                0.23188,                 0.8428,             0.00015065,             0.00015065,             0.00015065
                    129,                0.46492,                 1.1427,                0.27253,                0.89491,                0.99013,                0.97627,                0.98953,                0.91958,                0.98629,                0.97238,                0.98686,                0.79668,                 0.4138,                0.94706,                0.23108,                0.84242,             0.00014712,             0.00014712,             0.00014712
                    130,                0.45689,                 1.1393,                0.26978,                0.89238,                0.99014,                0.97612,                0.98958,                0.92009,                0.98609,                0.97216,                0.98687,                0.79742,                 0.4133,                0.94669,                0.23064,                0.84212,             0.00014362,             0.00014362,             0.00014362
                    131,                0.45298,                 1.1362,                0.26905,                0.89167,                0.98996,                0.97619,                0.98934,                0.91956,                0.98592,                0.97223,                0.98672,                0.79715,                0.41264,                 0.9461,                0.22994,                0.84171,             0.00014014,             0.00014014,             0.00014014
                    132,                0.45533,                 1.1339,                0.27139,                0.89215,                0.98996,                0.97602,                0.98933,                0.91957,                0.98606,                 0.9722,                0.98675,                0.79729,                0.41178,                0.94561,                0.22922,                0.84133,             0.00013669,             0.00013669,             0.00013669
                    133,                0.45223,                 1.1334,                 0.2667,                 0.8925,                0.98993,                0.97578,                0.98933,                0.91702,                0.98603,                0.97197,                0.98675,                0.79702,                0.41119,                0.94449,                0.22884,                0.84101,             0.00013327,             0.00013327,             0.00013327
                    134,                0.45253,                 1.1331,                0.26735,                0.89027,                0.99018,                0.97574,                0.99063,                0.91765,                0.98649,                0.97189,                0.98673,                0.79702,                 0.4107,                0.94362,                 0.2281,                 0.8407,             0.00012987,             0.00012987,             0.00012987
                    135,                0.44456,                 1.1293,                0.26372,                0.88939,                0.99081,                0.97526,                0.99064,                0.91777,                0.98705,                0.97124,                0.98675,                0.79719,                0.41063,                0.94279,                0.22787,                0.84044,             0.00012651,             0.00012651,             0.00012651
                    136,                0.44925,                  1.144,                0.26567,                0.89017,                0.99042,                 0.9756,                0.99065,                0.91838,                0.98671,                0.97169,                0.98675,                0.79726,                0.40994,                0.94251,                0.22758,                0.84018,             0.00012318,             0.00012318,             0.00012318
                    137,                0.44709,                 1.1306,                0.26524,                0.88974,                0.99089,                0.97497,                0.99066,                0.91868,                0.98757,                0.97002,                0.98674,                0.79812,                0.40934,                0.94203,                0.22729,                 0.8401,             0.00011988,             0.00011988,             0.00011988
                    138,                0.44828,                 1.1283,                0.26451,                0.89013,                0.99067,                0.97533,                0.99067,                0.91671,                0.98745,                0.97051,                0.98688,                 0.7981,                0.40869,                0.94172,                0.22675,                0.83982,             0.00011662,             0.00011662,             0.00011662
                    139,                0.44191,                 1.1229,                0.26141,                0.88821,                0.99096,                0.97478,                0.99068,                0.91895,                0.98742,                0.97049,                0.98688,                0.79849,                0.40823,                0.94006,                0.22635,                 0.8395,             0.00011338,             0.00011338,             0.00011338
                    140,                0.44383,                 1.1215,                0.26213,                0.88824,                0.99089,                0.97472,                0.99069,                0.91653,                0.98743,                0.97007,                0.98689,                0.79865,                0.40788,                 0.9391,                0.22601,                0.83916,             0.00011019,             0.00011019,             0.00011019
                    141,                0.44312,                  1.129,                0.26255,                0.88552,                0.99094,                0.97492,                0.99071,                0.91915,                0.98752,                0.97028,                 0.9869,                0.79858,                0.40732,                0.93871,                0.22553,                0.83882,             0.00010702,             0.00010702,             0.00010702
                    142,                0.44665,                 1.1311,                0.26464,                0.88753,                0.99068,                0.97476,                 0.9907,                0.91911,                0.98731,                0.97031,                 0.9869,                0.79804,                0.40669,                0.93826,                0.22504,                 0.8386,              0.0001039,              0.0001039,              0.0001039
                    143,                  0.441,                 1.1183,                 0.2601,                 0.8856,                0.99075,                 0.9748,                 0.9908,                0.91974,                0.98708,                0.97098,                0.98704,                0.79815,                0.40602,                0.93658,                0.22464,                 0.8383,             0.00010081,             0.00010081,             0.00010081
                    144,                0.43997,                 1.1263,                0.26068,                0.88649,                 0.9922,                0.97211,                0.99088,                0.91991,                0.98879,                 0.9684,                0.98707,                0.79808,                0.40561,                0.93599,                0.22433,                0.83809,             9.7752e-05,             9.7752e-05,             9.7752e-05
                    145,                0.43899,                 1.1209,                0.25935,                0.88372,                0.99185,                0.97287,                0.99091,                0.92017,                0.98893,                0.96885,                0.98721,                0.79872,                0.40499,                0.93563,                0.22361,                0.83789,             9.4738e-05,             9.4738e-05,             9.4738e-05
                    146,                 0.4361,                 1.1213,                0.25886,                  0.883,                0.99109,                0.97344,                 0.9909,                0.92054,                0.98835,                 0.9692,                 0.9872,                0.79805,                0.40461,                 0.9353,                0.22318,                0.83768,             9.1762e-05,             9.1762e-05,             9.1762e-05
                    147,                0.43469,                  1.116,                0.25822,                0.88359,                0.98703,                0.97648,                0.99095,                0.92017,                 0.9875,                0.96999,                0.98718,                0.79797,                0.40416,                0.93524,                0.22305,                0.83746,             8.8825e-05,             8.8825e-05,             8.8825e-05
                    148,                0.43799,                 1.1252,                0.26023,                  0.884,                0.98541,                0.97794,                0.99096,                0.91984,                0.98502,                0.97114,                0.98718,                0.79774,                0.40396,                0.93512,                0.22256,                0.83725,             8.5929e-05,             8.5929e-05,             8.5929e-05
                    149,                0.43526,                 1.1156,                0.25751,                0.88384,                 0.9854,                0.97828,                0.99096,                0.92018,                0.98454,                 0.9713,                0.98718,                0.79828,                0.40364,                0.93513,                0.22246,                0.83697,             8.3075e-05,             8.3075e-05,             8.3075e-05
                    150,                0.43298,                 1.1144,                0.25552,                 0.8854,                0.98542,                0.97843,                0.99097,                 0.9203,                0.98204,                0.97314,                0.98718,                0.79839,                0.40327,                0.93428,                  0.222,                0.83669,             8.0262e-05,             8.0262e-05,             8.0262e-05
                    151,                0.43301,                 1.1091,                0.25627,                0.88372,                0.98549,                0.97858,                0.99097,                0.92068,                0.98162,                0.97289,                0.98707,                0.79786,                0.40291,                0.93403,                0.22179,                0.83615,             7.7491e-05,             7.7491e-05,             7.7491e-05
                    152,                0.42821,                 1.1056,                0.25351,                0.88106,                0.98536,                0.97875,                0.99097,                0.92086,                0.98225,                0.97263,                0.98706,                0.79826,                0.40246,                0.93372,                0.22142,                0.83587,             7.4764e-05,             7.4764e-05,             7.4764e-05
                    153,                0.43386,                  1.124,                0.25595,                0.88334,                0.98519,                0.97929,                0.99121,                0.91826,                0.98174,                0.97278,                0.98738,                 0.7988,                0.40212,                0.93323,                0.22108,                0.83538,              7.208e-05,              7.208e-05,              7.208e-05
                    154,                0.42521,                 1.1102,                0.25286,                0.88029,                0.98511,                0.97967,                0.99123,                0.92104,                 0.9824,                0.97269,                0.98739,                0.79903,                0.40159,                0.93258,                0.22047,                0.83512,             6.9441e-05,             6.9441e-05,             6.9441e-05
                    155,                0.42698,                 1.1136,                0.25325,                 0.8812,                 0.9856,                0.97983,                0.99121,                0.91847,                 0.9834,                0.97307,                0.98736,                0.79875,                0.40103,                0.93365,                0.22019,                0.83492,             6.6848e-05,             6.6848e-05,             6.6848e-05
                    156,                 0.4232,                 1.1079,                0.25108,                0.87925,                0.98676,                0.98128,                0.99138,                0.91882,                0.97925,                0.97371,                0.98748,                 0.7987,                0.40072,                0.93333,                0.21993,                0.83475,               6.43e-05,               6.43e-05,               6.43e-05
                    157,                0.42437,                 1.1011,                0.25276,                0.87994,                0.98612,                0.98182,                0.99139,                0.91933,                0.97868,                0.97423,                0.98747,                0.79811,                0.40053,                0.93153,                0.21948,                0.83444,             6.1798e-05,             6.1798e-05,             6.1798e-05
                    158,                0.42485,                 1.1094,                0.25225,                0.87899,                0.98673,                0.98163,                0.99129,                 0.9186,                0.97948,                0.97434,                0.98746,                0.79803,                0.40021,                0.93106,                0.21915,                0.83422,             5.9343e-05,             5.9343e-05,             5.9343e-05
                    159,                0.42647,                 1.1075,                0.25261,                0.87978,                0.98675,                0.98166,                0.99127,                0.91864,                0.97957,                0.97433,                0.98743,                 0.7976,                0.39993,                0.93072,                0.21915,                0.83406,             5.6937e-05,             5.6937e-05,             5.6937e-05
                    160,                0.42355,                 1.1044,                0.25014,                0.87849,                0.98678,                 0.9815,                0.99103,                0.91823,                 0.9796,                0.97418,                0.98716,                0.79762,                0.39957,                0.93021,                0.21931,                0.83381,             5.4578e-05,             5.4578e-05,             5.4578e-05
                    161,                0.42298,                 1.1052,                0.25044,                0.87964,                0.98689,                0.98146,                0.99104,                0.91799,                0.97979,                0.97406,                0.98716,                0.79788,                0.39916,                 0.9304,                0.21891,                0.83369,             5.2268e-05,             5.2268e-05,             5.2268e-05
                    162,                0.42254,                 1.0978,                0.25123,                0.87984,                0.98665,                0.98156,                0.99104,                0.91852,                0.97964,                0.97409,                0.98717,                0.79783,                0.39895,                 0.9301,                0.21869,                0.83354,             5.0008e-05,             5.0008e-05,             5.0008e-05
                    163,                0.42277,                 1.1055,                0.24965,                0.87803,                 0.9866,                 0.9815,                0.99098,                0.91776,                0.97965,                0.97399,                0.98713,                0.79774,                0.39895,                0.92994,                0.21879,                0.83346,             4.7798e-05,             4.7798e-05,             4.7798e-05
                    164,                0.42112,                 1.1077,                0.24935,                0.87765,                0.98667,                0.98136,                0.99098,                0.92104,                0.97942,                0.97408,                0.98713,                0.79818,                0.39867,                0.92953,                0.21871,                0.83329,             4.5638e-05,             4.5638e-05,             4.5638e-05
                    165,                0.41928,                 1.0981,                 0.2492,                0.87808,                0.98636,                0.98131,                0.99098,                0.92141,                0.97928,                0.97378,                0.98713,                0.79823,                0.39851,                0.92893,                 0.2186,                0.83306,             4.3529e-05,             4.3529e-05,             4.3529e-05
                    166,                0.42104,                 1.0966,                0.24909,                0.87683,                0.98645,                0.98118,                  0.991,                0.92128,                0.97928,                0.97368,                0.98715,                0.79843,                0.39833,                0.92815,                0.21861,                 0.8328,             4.1472e-05,             4.1472e-05,             4.1472e-05
                    167,                0.41738,                 1.0905,                0.24815,                0.87708,                0.98637,                0.98108,                0.99099,                 0.9176,                0.97897,                0.97365,                0.98712,                0.79849,                0.39788,                0.92794,                0.21826,                0.83265,             3.9466e-05,             3.9466e-05,             3.9466e-05
                    168,                 0.4159,                 1.0969,                0.24801,                0.87631,                0.98621,                  0.981,                0.99099,                0.91767,                0.97901,                 0.9735,                0.98712,                0.79868,                 0.3979,                0.92785,                0.21799,                0.83266,             3.7514e-05,             3.7514e-05,             3.7514e-05
                    169,                0.42188,                  1.101,                0.25029,                0.87753,                 0.9861,                0.98085,                0.99093,                0.91785,                 0.9789,                0.97333,                0.98703,                0.79866,                0.39774,                0.92701,                0.21788,                0.83247,             3.5614e-05,             3.5614e-05,             3.5614e-05
                    170,                0.42161,                 1.1041,                 0.2501,                0.87887,                0.98608,                0.98076,                0.99094,                0.91738,                0.97897,                0.97319,                0.98704,                0.79853,                0.39741,                0.92741,                0.21757,                 0.8324,             3.3768e-05,             3.3768e-05,             3.3768e-05
                    171,                0.41822,                 1.1049,                0.24779,                0.87708,                0.98599,                0.98057,                0.99094,                0.91748,                0.97877,                0.97306,                0.98704,                0.79824,                0.39737,                0.92682,                0.21757,                0.83224,             3.1976e-05,             3.1976e-05,             3.1976e-05
                    172,                0.41604,                 1.0917,                0.24763,                0.87738,                0.98613,                0.98044,                0.99093,                0.91794,                0.97883,                0.97297,                0.98704,                0.79822,                0.39691,                0.92599,                0.21751,                 0.8321,             3.0238e-05,             3.0238e-05,             3.0238e-05
                    173,                0.41592,                 1.1022,                0.24734,                 0.8764,                0.98628,                0.97987,                0.99094,                0.91508,                0.97896,                0.97238,                0.98704,                0.79838,                0.39676,                0.92683,                0.21746,                0.83202,             2.8555e-05,             2.8555e-05,             2.8555e-05
                    174,                0.41761,                 1.0895,                0.24784,                0.87611,                0.98615,                0.97983,                0.99094,                0.91534,                0.97884,                0.97234,                0.98705,                 0.7989,                0.39634,                0.92563,                0.21712,                0.83183,             2.6928e-05,             2.6928e-05,             2.6928e-05
                    175,                0.41515,                 1.0989,                0.24618,                0.87582,                0.98625,                0.97975,                0.99088,                0.91544,                0.97885,                0.97232,                0.98701,                 0.7987,                0.39608,                0.92448,                0.21667,                0.83166,             2.5356e-05,             2.5356e-05,             2.5356e-05
                    176,                 0.4137,                  1.094,                0.24461,                0.87481,                0.98619,                0.97973,                0.99083,                  0.918,                0.97913,                0.97178,                0.98696,                 0.7994,                 0.3959,                0.92468,                0.21659,                0.83164,              2.384e-05,              2.384e-05,              2.384e-05
                    177,                0.41388,                 1.0904,                0.24438,                0.87589,                0.98611,                0.97962,                0.99088,                 0.9182,                0.97913,                 0.9721,                  0.987,                0.79905,                0.39581,                0.92452,                0.21624,                0.83164,              2.238e-05,              2.238e-05,              2.238e-05
                    178,                0.40996,                 1.0939,                0.24411,                0.87602,                 0.9864,                0.97925,                0.99088,                0.91801,                0.97952,                0.97184,                  0.987,                0.79888,                0.39534,                0.92398,                  0.216,                0.83155,             2.0978e-05,             2.0978e-05,             2.0978e-05
                    179,                0.41516,                 1.0984,                0.24759,                0.87583,                0.98624,                0.97919,                0.99089,                0.91868,                0.97922,                0.97183,                0.98701,                0.79887,                0.39454,                0.92397,                0.21579,                0.83133,             1.9632e-05,             1.9632e-05,             1.9632e-05
                    180,                0.41418,                 1.0957,                0.24657,                 0.8737,                0.98629,                0.97911,                0.99088,                0.92389,                0.97919,                 0.9718,                0.98701,                0.79868,                0.39427,                 0.9233,                0.21558,                0.83116,             1.8344e-05,             1.8344e-05,             1.8344e-05
                    181,                0.41034,                 1.0887,                0.24346,                0.87386,                0.98623,                0.97906,                0.99089,                0.92342,                0.97921,                0.97168,                0.98701,                 0.7988,                0.39421,                0.92292,                0.21541,                0.83107,             1.7114e-05,             1.7114e-05,             1.7114e-05
                    182,                0.41016,                 1.0916,                0.24368,                0.87525,                0.98634,                0.97921,                0.99088,                0.92623,                0.97931,                0.97171,                0.98701,                0.79897,                0.39416,                0.92174,                0.21536,                0.83091,             1.5941e-05,             1.5941e-05,             1.5941e-05
                    183,                0.41109,                 1.0821,                0.24428,                 0.8748,                0.98627,                0.97923,                0.99134,                0.92674,                0.97912,                0.97193,                0.98756,                0.79929,                0.39404,                 0.9212,                0.21531,                0.83088,             1.4827e-05,             1.4827e-05,             1.4827e-05
                    184,                0.40776,                 1.0907,                0.24125,                0.87475,                0.98618,                0.97927,                0.99133,                0.92324,                0.97913,                 0.9719,                0.98755,                0.79921,                0.39412,                0.91995,                0.21518,                0.83082,             1.3772e-05,             1.3772e-05,             1.3772e-05
                    185,                0.41421,                 1.0881,                0.24543,                0.87501,                0.98649,                0.97904,                0.99137,                0.92712,                0.97948,                0.97168,                0.98757,                0.79906,                0.39384,                0.92003,                0.21508,                0.83063,             1.2776e-05,             1.2776e-05,             1.2776e-05
                    186,                0.40714,                 1.0798,                 0.2418,                0.87413,                 0.9868,                0.97878,                0.99109,                  0.927,                 0.9797,                 0.9715,                0.98726,                0.79878,                0.39392,                   0.92,                0.21516,                0.83061,             1.1838e-05,             1.1838e-05,             1.1838e-05
                    187,                 0.4116,                 1.0801,                0.24448,                0.87323,                0.98682,                0.97883,                0.99137,                0.92723,                0.97981,                0.97154,                0.98758,                0.79899,                 0.3936,                0.92014,                0.21496,                0.83054,             1.0961e-05,             1.0961e-05,             1.0961e-05
                    188,                0.41217,                 1.0954,                0.24402,                0.87496,                0.98691,                0.97883,                0.99136,                 0.9268,                0.97987,                0.97089,                0.98756,                0.79893,                0.39333,                0.92013,                0.21521,                0.83044,             1.0142e-05,             1.0142e-05,             1.0142e-05
                    189,                0.41337,                 1.0918,                0.24479,                0.87408,                0.98688,                0.97824,                0.99137,                0.92685,                0.97982,                 0.9709,                0.98757,                0.79933,                0.39329,                0.91986,                0.21503,                0.83035,             9.3839e-06,             9.3839e-06,             9.3839e-06
                    190,                0.40803,                 1.0943,                0.24333,                0.87421,                0.98718,                0.97749,                0.99137,                0.92673,                0.98008,                0.97021,                0.98754,                0.79864,                0.39303,                0.91899,                0.21527,                0.83024,             8.6854e-06,             8.6854e-06,             8.6854e-06
                    191,                0.41071,                  1.075,                0.24089,                0.87589,                0.98756,                 0.9774,                0.99137,                0.92699,                0.98047,                0.97012,                0.98754,                0.79882,                0.39286,                 0.9188,                0.21514,                0.83018,             8.0471e-06,             8.0471e-06,             8.0471e-06
                    192,                0.40676,                 1.0646,                0.23793,                0.87505,                0.98763,                 0.9774,                0.99137,                0.92715,                0.98053,                0.97011,                0.98754,                0.79884,                0.39295,                0.91764,                0.21501,                   0.83,             7.4691e-06,             7.4691e-06,             7.4691e-06
                    193,                0.40644,                 1.0547,                0.23911,                0.87552,                0.98796,                0.97724,                0.99137,                0.92732,                0.98077,                0.97003,                0.98753,                0.79882,                0.39291,                0.91563,                0.21482,                0.82996,             6.9516e-06,             6.9516e-06,             6.9516e-06
                    194,                0.40381,                 1.0633,                0.23711,                  0.878,                0.98779,                0.97735,                0.99136,                0.92775,                 0.9806,                0.97014,                0.98753,                0.79875,                0.39275,                0.91487,                0.21457,                0.82968,             6.4947e-06,             6.4947e-06,             6.4947e-06
                    195,                0.40157,                 1.0575,                0.23546,                0.87581,                0.98779,                0.97734,                0.99136,                0.92748,                0.98059,                0.97013,                0.98753,                0.79844,                0.39275,                0.91413,                0.21468,                0.82937,             6.0984e-06,             6.0984e-06,             6.0984e-06
                    196,                0.40698,                 1.0651,                0.23864,                0.87626,                0.98798,                0.97748,                0.99136,                0.92781,                0.98078,                0.97027,                0.98753,                0.79852,                0.39259,                0.91317,                 0.2145,                0.82914,              5.763e-06,              5.763e-06,              5.763e-06
                    197,                0.40501,                 1.0586,                 0.2382,                0.87501,                0.98811,                 0.9773,                0.99136,                0.92815,                0.98091,                0.97009,                0.98753,                0.79882,                0.39253,                0.91176,                0.21437,                0.82895,             5.4884e-06,             5.4884e-06,             5.4884e-06
                    198,                0.40149,                 1.0612,                0.23663,                0.87534,                0.98785,                0.97736,                0.99137,                0.92806,                0.98071,                0.97006,                0.98753,                0.79885,                0.39263,                0.91104,                0.21433,                 0.8288,             5.2748e-06,             5.2748e-06,             5.2748e-06
                    199,                0.40438,                 1.0607,                0.23798,                0.87603,                0.98765,                0.97769,                0.99137,                0.92795,                0.98058,                0.97013,                0.98753,                0.79866,                0.39252,                0.91039,                0.21436,                0.82864,             5.1221e-06,             5.1221e-06,             5.1221e-06
                    200,                0.40357,                 1.0556,                0.23765,                0.87539,                0.98726,                0.97811,                0.99137,                0.92792,                0.97992,                0.97076,                 0.9875,                0.79878,                 0.3924,                0.90921,                0.21432,                0.82841,             5.0305e-06,             5.0305e-06,             5.0305e-06
