                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.47034,                 1.3602,                0.30112,                 0.8854,                0.99156,                0.98403,                0.99335,                  0.941,                0.96652,                0.96079,                0.96732,                0.66478,                0.35082,                 1.2016,                0.27558,                0.81433,             3.0394e-05,             3.0394e-05,             3.0394e-05
                     96,                0.46979,                 1.3523,                0.30017,                 0.8866,                0.99127,                0.98345,                0.99334,                 0.9411,                0.96689,                0.96024,                0.96726,                0.66494,                0.35005,                 1.2014,                0.27493,                0.81397,             2.7366e-05,             2.7366e-05,             2.7366e-05
                     97,                0.46962,                 1.3564,                0.29983,                0.88654,                0.99159,                0.98311,                0.99319,                0.94116,                 0.9674,                 0.9595,                0.96742,                0.66514,                0.34977,                  1.201,                0.27397,                0.81375,             2.4522e-05,             2.4522e-05,             2.4522e-05
                     98,                0.46666,                 1.3502,                0.29866,                0.88609,                0.99093,                0.98308,                0.99319,                0.94124,                0.96685,                0.95948,                0.96743,                0.66521,                0.34933,                 1.2004,                0.27343,                0.81353,             2.1864e-05,             2.1864e-05,             2.1864e-05
                     99,                0.47183,                 1.3501,                0.30121,                0.88476,                0.99048,                0.98294,                 0.9932,                0.94111,                0.96687,                 0.9597,                0.96697,                0.66544,                0.34901,                 1.2004,                0.27344,                0.81322,             1.9394e-05,             1.9394e-05,             1.9394e-05
                    100,                0.46552,                 1.3486,                0.29763,                0.88684,                0.99048,                0.98281,                 0.9932,                0.94139,                0.96693,                0.95947,                0.96694,                0.66509,                0.34878,                 1.2002,                0.27331,                0.81298,             1.7114e-05,             1.7114e-05,             1.7114e-05
                    101,                0.45344,                 1.3011,                0.28254,                0.88771,                0.99027,                0.98275,                0.99319,                0.94216,                0.96725,                0.95977,                0.96735,                0.66546,                0.34823,                 1.1997,                0.27301,                0.81264,             1.5025e-05,             1.5025e-05,             1.5025e-05
                    102,                 0.4575,                 1.3107,                0.28441,                0.88601,                0.99044,                0.98285,                0.99321,                0.94167,                0.96751,                0.95977,                 0.9675,                0.66546,                0.34784,                 1.1997,                0.27265,                0.81229,             1.3131e-05,             1.3131e-05,             1.3131e-05
                    103,                0.45512,                 1.3051,                0.28223,                0.88749,                0.99056,                0.98295,                0.99321,                0.94097,                0.96839,                0.95996,                0.96785,                0.66557,                0.34757,                  1.199,                0.27238,                0.81196,             1.1432e-05,             1.1432e-05,             1.1432e-05
                    104,                0.45309,                 1.3021,                 0.2816,                0.88635,                  0.991,                0.98299,                 0.9932,                 0.9414,                0.96856,                0.96024,                0.96799,                0.66598,                0.34731,                 1.1981,                0.27195,                0.81161,             9.9296e-06,             9.9296e-06,             9.9296e-06
                    105,                0.45522,                 1.3067,                0.28218,                0.88593,                0.99097,                0.98304,                 0.9932,                 0.9417,                 0.9691,                 0.9604,                0.96796,                 0.6659,                0.34692,                 1.1973,                0.27244,                0.81127,             8.6249e-06,             8.6249e-06,             8.6249e-06
                    106,                0.45451,                 1.3014,                0.28246,                0.88416,                0.99121,                0.98306,                0.99318,                0.94154,                0.96942,                0.96019,                0.96796,                0.66641,                0.34657,                 1.1964,                0.27175,                0.81097,             7.5192e-06,             7.5192e-06,             7.5192e-06
                    107,                0.45291,                 1.2999,                0.28185,                0.88447,                0.99121,                0.98311,                0.99319,                0.94176,                 0.9689,                0.96005,                0.96812,                  0.667,                0.34588,                 1.1951,                0.27177,                0.81059,             6.6133e-06,             6.6133e-06,             6.6133e-06
                    108,                 0.4527,                 1.3009,                0.28135,                0.88341,                0.99165,                0.98298,                0.99319,                0.94167,                0.96931,                0.96039,                0.96833,                0.66711,                0.34557,                 1.1946,                0.27079,                0.81029,             5.9079e-06,             5.9079e-06,             5.9079e-06
                    109,                0.45249,                 1.3052,                0.28143,                0.88432,                0.99156,                0.98298,                0.99319,                0.94157,                0.96902,                0.96039,                0.96824,                0.66681,                0.34528,                  1.194,                0.27026,                0.81007,             5.4036e-06,             5.4036e-06,             5.4036e-06
                    110,                0.45289,                 1.2969,                0.28072,                 0.8823,                0.99152,                0.98297,                0.99319,                0.94162,                 0.9679,                0.96374,                0.96875,                0.66722,                0.34482,                 1.1933,                0.26993,                0.80977,             5.1009e-06,             5.1009e-06,             5.1009e-06
